Age_Group,Athlete_Country,Athlete_CountryCode,Athlete_ID,Athlete_Name,Competition,Competition_Group,Competition_ID,Date_of_Birth,End_Date,Event,Gender,Heat,last_updated,Personal_Best,Position,Ranking,Result,Round,Row_id,Stadium,Start_Date,Venue,Venue_Country,Venue_CountryCode
,Kazakhstan,KAZ,women/75864,Norah Jeruto,33rd Olympic Games,Olympic Games,13079218,02/10/1995 00:00,11/08/2024 00:00,3000m Steeplechase,Women,,08/09/2024 07:13,SB,9,OW,09:09.0,,17519457,Stade de France,01/08/2024 00:00,Paris,France,FRA
,Kazakhstan,KAZ,women/75864,Norah Jeruto,33rd Olympic Games,Olympic Games,13079218,02/10/1995 00:00,11/08/2024 00:00,3000m Steeplechase,Women,Heat 2,08/09/2024 07:13,SB,5,OW,09:16.5,Heats,17519480,Stade de France,01/08/2024 00:00,Paris,France,FRA
,Kazakhstan,KAZ,women/83150,Daisy Jepkemei,33rd Olympic Games,Olympic Games,13079218,13/02/1996 00:00,11/08/2024 00:00,"10,000m",Women,,08/09/2024 07:13,,17,OW,31:26.5,,17519349,Stade de France,01/08/2024 00:00,Paris,France,FRA
,Kazakhstan,KAZ,women/83150,Daisy Jepkemei,33rd Olympic Games,Olympic Games,13079218,13/02/1996 00:00,11/08/2024 00:00,3000m Steeplechase,Women,Heat 1,08/09/2024 07:13,,10,OW,09:24.7,Heats,17519473,Stade de France,01/08/2024 00:00,Paris,France,FRA
,Kenya,KEN,men/117114,Julius Yego,33rd Olympic Games,Olympic Games,13079218,04/01/1989 00:00,11/08/2024 00:00,Javelin Throw,Men,,08/09/2024 07:13,SB,5,OW,87.72,,17518285,Stade de France,01/08/2024 00:00,Paris,France,FRA
,Kenya,KEN,men/117114,Julius Yego,33rd Olympic Games,Olympic Games,13079218,04/01/1989 00:00,11/08/2024 00:00,Javelin Throw,Men,Qualification,08/09/2024 07:13,SB,5,OW,85.97,Qualification,17518297,Stade de France,01/08/2024 00:00,Paris,France,FRA
,Kenya,KEN,men/12282,Eliud Kipchoge,33rd Olympic Games,Olympic Games,13079218,05/11/1984 00:00,11/08/2024 00:00,Marathon,Men,,08/09/2024 07:12,,,OW,,,17517739,Stade de France,01/08/2024 00:00,Paris,France,FRA
,Kenya,KEN,men/140209,Alexander Mutiso,33rd Olympic Games,Olympic Games,13079218,10/09/1996 00:00,11/08/2024 00:00,Marathon,Men,,08/09/2024 07:12,,21,OW,02:10:31,,17517680,Stade de France,01/08/2024 00:00,Paris,France,FRA
,Kenya,KEN,men/140221,Ronald Kwemoi,33rd Olympic Games,Olympic Games,13079218,19/09/1995 00:00,11/08/2024 00:00,5000m,Men,,08/09/2024 07:12,,2,OW,13:15.0,,17517575,Stade de France,01/08/2024 00:00,Paris,France,FRA
,Kenya,KEN,men/140221,Ronald Kwemoi,33rd Olympic Games,Olympic Games,13079218,19/09/1995 00:00,11/08/2024 00:00,5000m,Men,Heat 2,08/09/2024 07:12,,6,OW,13:52.5,Heats,17517621,Stade de France,01/08/2024 00:00,Paris,France,FRA
,Kenya,KEN,men/142008,Abraham Kibiwot,33rd Olympic Games,Olympic Games,13079218,06/04/1996 00:00,11/08/2024 00:00,3000m Steeplechase,Men,,08/09/2024 07:12,SB,3,OW,08:06.5,,17517743,Stade de France,01/08/2024 00:00,Paris,France,FRA
,Kenya,KEN,men/142008,Abraham Kibiwot,33rd Olympic Games,Olympic Games,13079218,06/04/1996 00:00,11/08/2024 00:00,3000m Steeplechase,Men,Heat 2,08/09/2024 07:12,,3,OW,08:12.0,Heats,17517771,Stade de France,01/08/2024 00:00,Paris,France,FRA
,Kenya,KEN,men/152848,Timothy Cheruiyot,33rd Olympic Games,Olympic Games,13079218,20/11/1995 00:00,11/08/2024 00:00,1500m,Men,,08/09/2024 07:12,,11,OW,03:31.3,,17517476,Stade de France,01/08/2024 00:00,Paris,France,FRA
,Kenya,KEN,men/152848,Timothy Cheruiyot,33rd Olympic Games,Olympic Games,13079218,20/11/1995 00:00,11/08/2024 00:00,1500m,Men,Heat 2,08/09/2024 07:12,,5,OW,03:32.3,Semifinals,17517494,Stade de France,01/08/2024 00:00,Paris,France,FRA
,Kenya,KEN,men/152848,Timothy Cheruiyot,33rd Olympic Games,Olympic Games,13079218,20/11/1995 00:00,11/08/2024 00:00,1500m,Men,Heat 2,08/09/2024 07:12,,5,OW,03:35.4,Heats,17517548,Stade de France,01/08/2024 00:00,Paris,France,FRA
,Kenya,KEN,men/166744,Samuel Gathimba,33rd Olympic Games,Olympic Games,13079218,26/10/1987 00:00,11/08/2024 00:00,20km Race Walk,Men,,08/09/2024 07:13,SB,22,OW,01:21:26,,17518368,Stade de France,01/08/2024 00:00,Paris,France,FRA
,Kenya,KEN,men/180206,Nicholas Kipkorir,33rd Olympic Games,Olympic Games,13079218,29/09/1998 00:00,11/08/2024 00:00,"10,000m",Men,,08/09/2024 07:12,,14,OW,27:24.0,,17517648,Stade de France,01/08/2024 00:00,Paris,France,FRA
,Kenya,KEN,men/200774,Wycliffe Kinyamal,33rd Olympic Games,Olympic Games,13079218,02/07/1997 00:00,11/08/2024 00:00,800m,Men,Heat 2,08/09/2024 07:12,,3,OW,01:45.3,Semifinals,17517364,Stade de France,01/08/2024 00:00,Paris,France,FRA
,Kenya,KEN,men/200774,Wycliffe Kinyamal,33rd Olympic Games,Olympic Games,13079218,02/07/1997 00:00,11/08/2024 00:00,800m,Men,Heat 5,08/09/2024 07:12,,3,OW,01:45.9,Heats,17517451,Stade de France,01/08/2024 00:00,Paris,France,FRA
,Kenya,KEN,men/203640,Benard Kibet,33rd Olympic Games,Olympic Games,13079218,25/11/1999 00:00,11/08/2024 00:00,"10,000m",Men,,08/09/2024 07:12,PB,5,OW,26:44.0,,17517639,Stade de France,01/08/2024 00:00,Paris,France,FRA
,Kenya,KEN,men/217943,Ferdinand Omanyala,33rd Olympic Games,Olympic Games,13079218,02/01/1996 00:00,11/08/2024 00:00,100m,Men,Heat 2,08/09/2024 07:12,,1,OW,10.08,Heats,17517035,Stade de France,01/08/2024 00:00,Paris,France,FRA
,Kenya,KEN,men/217943,Ferdinand Omanyala,33rd Olympic Games,Olympic Games,13079218,02/01/1996 00:00,11/08/2024 00:00,100m,Men,Heat 3,08/09/2024 07:12,,8,OW,10.08,Semifinals,17517024,Stade de France,01/08/2024 00:00,Paris,France,FRA
,Kenya,KEN,men/220903,Benson Kipruto,33rd Olympic Games,Olympic Games,13079218,17/03/1991 00:00,11/08/2024 00:00,Marathon,Men,,08/09/2024 07:12,,3,OW,02:07:00,,17517662,Stade de France,01/08/2024 00:00,Paris,France,FRA
,Kenya,KEN,men/225603,Edwin Kurgat,33rd Olympic Games,Olympic Games,13079218,19/05/1996 00:00,11/08/2024 00:00,5000m,Men,,08/09/2024 07:12,SB,7,OW,13:17.2,,17517580,Stade de France,01/08/2024 00:00,Paris,France,FRA
,Kenya,KEN,men/225603,Edwin Kurgat,33rd Olympic Games,Olympic Games,13079218,19/05/1996 00:00,11/08/2024 00:00,5000m,Men,Heat 1,08/09/2024 07:12,,5,OW,14:08.8,Heats,17517600,Stade de France,01/08/2024 00:00,Paris,France,FRA
,Kenya,KEN,men/24062,,33rd Olympic Games,Olympic Games,13079218,,11/08/2024 00:00,4 x 400m Mixed relay,Men,Heat 1,08/09/2024 07:13,,7,OW,03:13.1,Heats,17518459,Stade de France,01/08/2024 00:00,Paris,France,FRA
,Kenya,KEN,men/275356,Jacob Krop,33rd Olympic Games,Olympic Games,13079218,04/06/2001 00:00,11/08/2024 00:00,5000m,Men,,08/09/2024 07:12,SB,10,OW,13:18.7,,17517583,Stade de France,01/08/2024 00:00,Paris,France,FRA
,Kenya,KEN,men/275356,Jacob Krop,33rd Olympic Games,Olympic Games,13079218,04/06/2001 00:00,11/08/2024 00:00,5000m,Men,Heat 1,08/09/2024 07:12,,4,OW,14:08.7,Heats,17517599,Stade de France,01/08/2024 00:00,Paris,France,FRA
,Kenya,KEN,men/351160,Amos Serem,33rd Olympic Games,Olympic Games,13079218,28/08/2002 00:00,11/08/2024 00:00,3000m Steeplechase,Men,,08/09/2024 07:12,,14,OW,08:19.7,,17517754,Stade de France,01/08/2024 00:00,Paris,France,FRA
,Kenya,KEN,men/351160,Amos Serem,33rd Olympic Games,Olympic Games,13079218,28/08/2002 00:00,11/08/2024 00:00,3000m Steeplechase,Men,Heat 1,08/09/2024 07:12,,6,OW,08:18.4,Heats,17517762,Stade de France,01/08/2024 00:00,Paris,France,FRA
,Kenya,KEN,men/370493,Ekwom Zablon,33rd Olympic Games,Olympic Games,13079218,04/08/1997 00:00,11/08/2024 00:00,400m,Men,Heat 6,08/09/2024 07:12,,,OW,,Heats,17517345,Stade de France,01/08/2024 00:00,Paris,France,FRA
,Kenya,KEN,men/370495,Wiseman Mukhobe,33rd Olympic Games,Olympic Games,13079218,13/10/1997 00:00,11/08/2024 00:00,400m Hurdles,Men,Heat 3,08/09/2024 07:12,,5,OW,49.22,Semifinals,17517914,Stade de France,01/08/2024 00:00,Paris,France,FRA
,Kenya,KEN,men/370495,Wiseman Mukhobe,33rd Olympic Games,Olympic Games,13079218,13/10/1997 00:00,11/08/2024 00:00,400m Hurdles,Men,Heat 4,08/09/2024 07:12,,5,OW,48.58,Heats,17517964,Stade de France,01/08/2024 00:00,Paris,France,FRA
,Kenya,KEN,men/370517,Daniel Mateiko,33rd Olympic Games,Olympic Games,13079218,04/08/1998 00:00,11/08/2024 00:00,"10,000m",Men,,08/09/2024 07:12,,11,OW,26:50.8,,17517645,Stade de France,01/08/2024 00:00,Paris,France,FRA
,Kenya,KEN,men/543634,Emmanuel Wanyonyi,33rd Olympic Games,Olympic Games,13079218,01/08/2004 00:00,11/08/2024 00:00,800m,Men,,08/09/2024 07:12,PB,1,OW,01:41.2,,17517346,Stade de France,01/08/2024 00:00,Paris,France,FRA
,Kenya,KEN,men/543634,Emmanuel Wanyonyi,33rd Olympic Games,Olympic Games,13079218,01/08/2004 00:00,11/08/2024 00:00,800m,Men,Heat 3,08/09/2024 07:12,,1,OW,01:43.3,Semifinals,17517370,Stade de France,01/08/2024 00:00,Paris,France,FRA
,Kenya,KEN,men/543634,Emmanuel Wanyonyi,33rd Olympic Games,Olympic Games,13079218,01/08/2004 00:00,11/08/2024 00:00,800m,Men,Heat 3,08/09/2024 07:12,,1,OW,01:44.6,Heats,17517431,Stade de France,01/08/2024 00:00,Paris,France,FRA
,Kenya,KEN,men/613761,Simon Koech,33rd Olympic Games,Olympic Games,13079218,10/06/2003 00:00,11/08/2024 00:00,3000m Steeplechase,Men,,08/09/2024 07:12,SB,7,OW,08:09.3,,17517747,Stade de France,01/08/2024 00:00,Paris,France,FRA
,Kenya,KEN,men/613761,Simon Koech,33rd Olympic Games,Olympic Games,13079218,10/06/2003 00:00,11/08/2024 00:00,3000m Steeplechase,Men,Heat 3,08/09/2024 07:12,,3,OW,08:24.9,Heats,17517783,Stade de France,01/08/2024 00:00,Paris,France,FRA
,Kenya,KEN,men/625732,Raynold Cheruiyot,33rd Olympic Games,Olympic Games,13079218,30/07/2004 00:00,11/08/2024 00:00,1500m,Men,Heat 1,08/09/2024 07:12,,10,OW,03:35.3,Semifinals,17517487,Stade de France,01/08/2024 00:00,Paris,France,FRA
,Kenya,KEN,men/625732,Raynold Cheruiyot,33rd Olympic Games,Olympic Games,13079218,30/07/2004 00:00,11/08/2024 00:00,1500m,Men,Heat 3,08/09/2024 07:12,,4,OW,03:37.1,Heats,17517562,Stade de France,01/08/2024 00:00,Paris,France,FRA
,Kenya,KEN,men/693918,Koitatoi Kidali,33rd Olympic Games,Olympic Games,13079218,12/02/2003 00:00,11/08/2024 00:00,800m,Men,Heat 2,08/09/2024 07:12,,5,OW,01:45.8,Heats,17517426,Stade de France,01/08/2024 00:00,Paris,France,FRA
,Kenya,KEN,men/693918,Koitatoi Kidali,33rd Olympic Games,Olympic Games,13079218,12/02/2003 00:00,11/08/2024 00:00,800m,Men,Heat 2,08/09/2024 07:12,,6,OW,01:46.4,Repechage Round,17517392,Stade de France,01/08/2024 00:00,Paris,France,FRA
,Kenya,KEN,men/848185,Brian Komen,33rd Olympic Games,Olympic Games,13079218,10/08/1998 00:00,11/08/2024 00:00,1500m,Men,,08/09/2024 07:12,,12,OW,03:35.6,,17517477,Stade de France,01/08/2024 00:00,Paris,France,FRA
,Kenya,KEN,men/848185,Brian Komen,33rd Olympic Games,Olympic Games,13079218,10/08/1998 00:00,11/08/2024 00:00,1500m,Men,Heat 1,08/09/2024 07:12,,2,OW,03:36.3,Heats,17517530,Stade de France,01/08/2024 00:00,Paris,France,FRA
,Kenya,KEN,men/848185,Brian Komen,33rd Olympic Games,Olympic Games,13079218,10/08/1998 00:00,11/08/2024 00:00,1500m,Men,Heat 1,08/09/2024 07:12,,4,OW,03:32.6,Semifinals,17517481,Stade de France,01/08/2024 00:00,Paris,France,FRA
,Kenya,KEN,women/125280,Lilian Rengeruk,33rd Olympic Games,Olympic Games,13079218,03/05/1997 00:00,11/08/2024 00:00,"10,000m",Women,,08/09/2024 07:13,,5,OW,30:45.0,,17519337,Stade de France,01/08/2024 00:00,Paris,France,FRA
,Kenya,KEN,women/135155,Peres Jepchirchir,33rd Olympic Games,Olympic Games,13079218,27/09/1993 00:00,11/08/2024 00:00,Marathon,Women,,08/09/2024 07:13,,15,OW,02:26:51,,17519372,Stade de France,01/08/2024 00:00,Paris,France,FRA
,Kenya,KEN,women/140513,Sharon Lokedi,33rd Olympic Games,Olympic Games,13079218,10/03/1994 00:00,11/08/2024 00:00,Marathon,Women,,08/09/2024 07:13,PB,4,OW,02:23:14,,17519361,Stade de France,01/08/2024 00:00,Paris,France,FRA
,Kenya,KEN,women/150387,Susan Ejore,33rd Olympic Games,Olympic Games,13079218,09/11/1995 00:00,11/08/2024 00:00,1500m,Women,,08/09/2024 07:13,PB,6,OW,03:56.1,,17519176,Stade de France,01/08/2024 00:00,Paris,France,FRA
,Kenya,KEN,women/150387,Susan Ejore,33rd Olympic Games,Olympic Games,13079218,09/11/1995 00:00,11/08/2024 00:00,1500m,Women,Heat 1,08/09/2024 07:13,,3,OW,03:59.0,Heats,17519235,Stade de France,01/08/2024 00:00,Paris,France,FRA
,Kenya,KEN,women/150387,Susan Ejore,33rd Olympic Games,Olympic Games,13079218,09/11/1995 00:00,11/08/2024 00:00,1500m,Women,Heat 2,08/09/2024 07:13,PB,5,OW,03:56.6,Semifinals,17519199,Stade de France,01/08/2024 00:00,Paris,France,FRA
,Kenya,KEN,women/170957,Lilian Odira,33rd Olympic Games,Olympic Games,13079218,18/04/1999 00:00,11/08/2024 00:00,800m,Women,Heat 3,08/09/2024 07:13,PB,4,OW,01:58.5,Semifinals,17519085,Stade de France,01/08/2024 00:00,Paris,France,FRA
,Kenya,KEN,women/170957,Lilian Odira,33rd Olympic Games,Olympic Games,13079218,18/04/1999 00:00,11/08/2024 00:00,800m,Women,Heat 6,08/09/2024 07:13,PB,3,OW,01:58.8,Heats,17519165,Stade de France,01/08/2024 00:00,Paris,France,FRA
,Kenya,KEN,women/171833,Mary Moraa,33rd Olympic Games,Olympic Games,13079218,15/06/2000 00:00,11/08/2024 00:00,800m,Women,,08/09/2024 07:13,,3,OW,01:57.4,,17519060,Stade de France,01/08/2024 00:00,Paris,France,FRA
,Kenya,KEN,women/171833,Mary Moraa,33rd Olympic Games,Olympic Games,13079218,15/06/2000 00:00,11/08/2024 00:00,800m,Women,Heat 1,08/09/2024 07:13,,1,OW,01:57.9,Semifinals,17519066,Stade de France,01/08/2024 00:00,Paris,France,FRA
,Kenya,KEN,women/171833,Mary Moraa,33rd Olympic Games,Olympic Games,13079218,15/06/2000 00:00,11/08/2024 00:00,800m,Women,Heat 5,08/09/2024 07:13,,2,OW,01:58.0,Heats,17519156,Stade de France,01/08/2024 00:00,Paris,France,FRA
,Kenya,KEN,women/195129,Beatrice Chebet,33rd Olympic Games,Olympic Games,13079218,05/03/2000 00:00,11/08/2024 00:00,"10,000m",Women,,08/09/2024 07:13,,1,OW,30:43.2,,17519333,Stade de France,01/08/2024 00:00,Paris,France,FRA
,Kenya,KEN,women/195129,Beatrice Chebet,33rd Olympic Games,Olympic Games,13079218,05/03/2000 00:00,11/08/2024 00:00,5000m,Women,,08/09/2024 07:13,,1,OW,14:28.6,,17519277,Stade de France,01/08/2024 00:00,Paris,France,FRA
,Kenya,KEN,women/195129,Beatrice Chebet,33rd Olympic Games,Olympic Games,13079218,05/03/2000 00:00,11/08/2024 00:00,5000m,Women,Heat 2,08/09/2024 07:13,,1,OW,15:00.7,Heats,17519313,Stade de France,01/08/2024 00:00,Paris,France,FRA
,Kenya,KEN,women/202239,Nelly Chepchirchir,33rd Olympic Games,Olympic Games,13079218,04/06/2003 00:00,11/08/2024 00:00,1500m,Women,Heat 1,08/09/2024 07:13,,11,OW,04:03.2,Semifinals,17519193,Stade de France,01/08/2024 00:00,Paris,France,FRA
,Kenya,KEN,women/202239,Nelly Chepchirchir,33rd Olympic Games,Olympic Games,13079218,04/06/2003 00:00,11/08/2024 00:00,1500m,Women,Heat 3,08/09/2024 07:13,,1,OW,04:02.7,Heats,17519263,Stade de France,01/08/2024 00:00,Paris,France,FRA
,Kenya,KEN,women/378612,Vivian Chebet,33rd Olympic Games,Olympic Games,13079218,07/01/1996 00:00,11/08/2024 00:00,800m,Women,Heat 2,08/09/2024 07:13,,8,OW,01:59.6,Semifinals,17519081,Stade de France,01/08/2024 00:00,Paris,France,FRA
,Kenya,KEN,women/378612,Vivian Chebet,33rd Olympic Games,Olympic Games,13079218,07/01/1996 00:00,11/08/2024 00:00,800m,Women,Heat 3,08/09/2024 07:13,,5,OW,01:59.9,Heats,17519142,Stade de France,01/08/2024 00:00,Paris,France,FRA
,Kenya,KEN,women/378612,Vivian Chebet,33rd Olympic Games,Olympic Games,13079218,07/01/1996 00:00,11/08/2024 00:00,800m,Women,Heat 4,08/09/2024 07:13,,2,OW,01:59.3,Repechage Round,17519114,Stade de France,01/08/2024 00:00,Paris,France,FRA
,Kenya,KEN,women/412881,Faith Cherotich,33rd Olympic Games,Olympic Games,13079218,16/07/2004 00:00,11/08/2024 00:00,3000m Steeplechase,Women,,08/09/2024 07:13,PB,3,OW,08:55.2,,17519451,Stade de France,01/08/2024 00:00,Paris,France,FRA
,Kenya,KEN,women/412881,Faith Cherotich,33rd Olympic Games,Olympic Games,13079218,16/07/2004 00:00,11/08/2024 00:00,3000m Steeplechase,Women,Heat 1,08/09/2024 07:13,,2,OW,09:10.6,Heats,17519465,Stade de France,01/08/2024 00:00,Paris,France,FRA
,Kenya,KEN,women/412911,Jackline Chepkoech,33rd Olympic Games,Olympic Games,13079218,03/10/2003 00:00,11/08/2024 00:00,3000m Steeplechase,Women,Heat 2,08/09/2024 07:13,,12,OW,09:35.6,Heats,17519487,Stade de France,01/08/2024 00:00,Paris,France,FRA
,Kenya,KEN,women/66868,Faith Kipyegon,33rd Olympic Games,Olympic Games,13079218,10/01/1994 00:00,11/08/2024 00:00,1500m,Women,,08/09/2024 07:13,,1,OW,03:51.3,,17519171,Stade de France,01/08/2024 00:00,Paris,France,FRA
,Kenya,KEN,women/66868,Faith Kipyegon,33rd Olympic Games,Olympic Games,13079218,10/01/1994 00:00,11/08/2024 00:00,1500m,Women,Heat 1,08/09/2024 07:13,,1,OW,03:58.6,Semifinals,17519183,Stade de France,01/08/2024 00:00,Paris,France,FRA
,Kenya,KEN,women/66868,Faith Kipyegon,33rd Olympic Games,Olympic Games,13079218,10/01/1994 00:00,11/08/2024 00:00,1500m,Women,Heat 2,08/09/2024 07:13,,4,OW,04:00.7,Heats,17519251,Stade de France,01/08/2024 00:00,Paris,France,FRA
,Kenya,KEN,women/66868,Faith Kipyegon,33rd Olympic Games,Olympic Games,13079218,10/01/1994 00:00,11/08/2024 00:00,5000m,Women,,08/09/2024 07:13,SB,2,OW,14:29.6,,17519278,Stade de France,01/08/2024 00:00,Paris,France,FRA
,Kenya,KEN,women/66868,Faith Kipyegon,33rd Olympic Games,Olympic Games,13079218,10/01/1994 00:00,11/08/2024 00:00,5000m,Women,Heat 1,08/09/2024 07:13,,1,OW,14:57.6,Heats,17519293,Stade de France,01/08/2024 00:00,Paris,France,FRA
,Kenya,KEN,women/69040,Margaret Kipkemboi,33rd Olympic Games,Olympic Games,13079218,09/02/1993 00:00,11/08/2024 00:00,"10,000m",Women,,08/09/2024 07:13,,4,OW,30:44.6,,17519336,Stade de France,01/08/2024 00:00,Paris,France,FRA
,Kenya,KEN,women/69040,Margaret Kipkemboi,33rd Olympic Games,Olympic Games,13079218,09/02/1993 00:00,11/08/2024 00:00,5000m,Women,,08/09/2024 07:13,SB,5,OW,14:32.2,,17519281,Stade de France,01/08/2024 00:00,Paris,France,FRA
,Kenya,KEN,women/69040,Margaret Kipkemboi,33rd Olympic Games,Olympic Games,13079218,09/02/1993 00:00,11/08/2024 00:00,5000m,Women,Heat 1,08/09/2024 07:13,,4,OW,14:57.7,Heats,17519296,Stade de France,01/08/2024 00:00,Paris,France,FRA
,Kenya,KEN,women/76951,Hellen Obiri,33rd Olympic Games,Olympic Games,13079218,13/12/1989 00:00,11/08/2024 00:00,Marathon,Women,,08/09/2024 07:13,PB,3,OW,02:23:10,,17519360,Stade de France,01/08/2024 00:00,Paris,France,FRA
,Kenya,KEN,women/78583,Beatrice Chepkoech,33rd Olympic Games,Olympic Games,13079218,06/07/1991 00:00,11/08/2024 00:00,3000m Steeplechase,Women,,08/09/2024 07:13,,6,OW,09:04.2,,17519454,Stade de France,01/08/2024 00:00,Paris,France,FRA
,Kenya,KEN,women/78583,Beatrice Chepkoech,33rd Olympic Games,Olympic Games,13079218,06/07/1991 00:00,11/08/2024 00:00,3000m Steeplechase,Women,Heat 3,08/09/2024 07:13,,1,OW,09:13.6,Heats,17519488,Stade de France,01/08/2024 00:00,Paris,France,FRA
,Kiribati,KIR,men/892963,Kenaz Kaniwete,33rd Olympic Games,Olympic Games,13079218,28/03/2008 00:00,11/08/2024 00:00,100m,Men,Prelim 2,08/09/2024 07:12,PB,5,OW,11.29,Preliminary round,17517108,Stade de France,01/08/2024 00:00,Paris,France,FRA
,Kosovo,KOS,women/137573,Greza Bakraqi,33rd Olympic Games,Olympic Games,13079218,11/09/1995 00:00,11/08/2024 00:00,800m,Women,Heat 3,08/09/2024 07:13,,,OW,,Repechage Round,17519112,Stade de France,01/08/2024 00:00,Paris,France,FRA
,Kosovo,KOS,women/137573,Greza Bakraqi,33rd Olympic Games,Olympic Games,13079218,11/09/1995 00:00,11/08/2024 00:00,800m,Women,Heat 5,08/09/2024 07:13,,8,OW,02:13.3,Heats,17519162,Stade de France,01/08/2024 00:00,Paris,France,FRA
,Kuwait,KUW,men/131896,Yaqoub Al-Yoha,33rd Olympic Games,Olympic Games,13079218,31/01/1993 00:00,11/08/2024 00:00,110m Hurdles,Men,Heat 5,08/09/2024 07:12,,,OW,,Heats,17517885,Stade de France,01/08/2024 00:00,Paris,France,FRA
,Kuwait,KUW,women/269716,Amal Al-Roumi,33rd Olympic Games,Olympic Games,13079218,22/08/1992 00:00,11/08/2024 00:00,800m,Women,Heat 1,08/09/2024 07:13,,8,OW,02:11.3,Heats,17519128,Stade de France,01/08/2024 00:00,Paris,France,FRA
,Kuwait,KUW,women/269716,Amal Al-Roumi,33rd Olympic Games,Olympic Games,13079218,22/08/1992 00:00,11/08/2024 00:00,800m,Women,Heat 4,08/09/2024 07:13,,8,OW,02:12.1,Repechage Round,17519120,Stade de France,01/08/2024 00:00,Paris,France,FRA
,Kyrghizstan,KGZ,women/77061,Sardana Trofimova,33rd Olympic Games,Olympic Games,13079218,28/03/1988 00:00,11/08/2024 00:00,Marathon,Women,,08/09/2024 07:13,SB,14,OW,02:26:47,,17519371,Stade de France,01/08/2024 00:00,Paris,France,FRA
,Laos,LAO,women/243741,Silina Pha Aphay,33rd Olympic Games,Olympic Games,13079218,29/03/1996 00:00,11/08/2024 00:00,100m,Women,Prelim 1,08/09/2024 07:13,SB,6,OW,12.45,Preliminary round,17518817,Stade de France,01/08/2024 00:00,Paris,France,FRA
,Latvia,LAT,men/131244,Gatis Čakšs,33rd Olympic Games,Olympic Games,13079218,13/06/1995 00:00,11/08/2024 00:00,Javelin Throw,Men,Qualification,08/09/2024 07:13,,,OW,,Qualification,17518323,Stade de France,01/08/2024 00:00,Paris,France,FRA
,Latvia,LAT,men/148634,Patriks Gailums,33rd Olympic Games,Olympic Games,13079218,10/05/1998 00:00,11/08/2024 00:00,Javelin Throw,Men,Qualification,08/09/2024 07:13,,25,OW,77.26,Qualification,17518317,Stade de France,01/08/2024 00:00,Paris,France,FRA
,Latvia,LAT,men/523248,Valters Kreišs,33rd Olympic Games,Olympic Games,13079218,19/09/2003 00:00,11/08/2024 00:00,Pole Vault,Men,,08/09/2024 07:12,,12,OW,5.5,,17518030,Stade de France,01/08/2024 00:00,Paris,France,FRA
,Latvia,LAT,men/523248,Valters Kreišs,33rd Olympic Games,Olympic Games,13079218,19/09/2003 00:00,11/08/2024 00:00,Pole Vault,Men,Qualification,08/09/2024 07:12,,11,OW,5.7,Qualification,17518041,Stade de France,01/08/2024 00:00,Paris,France,FRA
,Latvia,LAT,women/174906,Rūta Kate Lasmane,33rd Olympic Games,Olympic Games,13079218,17/12/2000 00:00,11/08/2024 00:00,Triple Jump,Women,Qualification,08/09/2024 07:13,,22,OW,13.76,Qualification,17519856,Stade de France,01/08/2024 00:00,Paris,France,FRA
,Latvia,LAT,women/266901,Agate Caune,33rd Olympic Games,Olympic Games,13079218,07/08/2004 00:00,11/08/2024 00:00,5000m,Women,Heat 1,08/09/2024 07:13,,16,OW,15:38.2,Heats,17519308,Stade de France,01/08/2024 00:00,Paris,France,FRA
,Latvia,LAT,women/58901,Līna Mūze-Sirmā,33rd Olympic Games,Olympic Games,13079218,04/12/1992 00:00,11/08/2024 00:00,Javelin Throw,Women,Qualification,08/09/2024 07:13,,17,OW,60.3,Qualification,17520024,Stade de France,01/08/2024 00:00,Paris,France,FRA
,Latvia,LAT,women/77691,Gunta Vaičule,33rd Olympic Games,Olympic Games,13079218,09/03/1995 00:00,11/08/2024 00:00,400m,Women,Heat 3,08/09/2024 07:13,,2,OW,50.93,Repechage Round,17518998,Stade de France,01/08/2024 00:00,Paris,France,FRA
,Latvia,LAT,women/77691,Gunta Vaičule,33rd Olympic Games,Olympic Games,13079218,09/03/1995 00:00,11/08/2024 00:00,400m,Women,Heat 4,08/09/2024 07:13,,5,OW,51.13,Heats,17519038,Stade de France,01/08/2024 00:00,Paris,France,FRA
,Latvia,LAT,women/82097,Anete Sietiņa,33rd Olympic Games,Olympic Games,13079218,05/02/1996 00:00,11/08/2024 00:00,Javelin Throw,Women,Qualification,08/09/2024 07:13,,15,OW,60.47,Qualification,17520022,Stade de France,01/08/2024 00:00,Paris,France,FRA
,Lesotho,LES,men/272768,Tebello Ramakongoana,33rd Olympic Games,Olympic Games,13079218,13/10/1996 00:00,11/08/2024 00:00,Marathon,Men,,08/09/2024 07:12,PB,7,OW,02:07:58,,17517666,Stade de France,01/08/2024 00:00,Paris,France,FRA
,Lesotho,LES,women/71984,Mokulube Makatise,33rd Olympic Games,Olympic Games,13079218,01/09/1995 00:00,11/08/2024 00:00,Marathon,Women,,08/09/2024 07:13,PB,31,OW,02:30:20,,17519388,Stade de France,01/08/2024 00:00,Paris,France,FRA
,Liberia,LBR,men/117969,Emmanuel Matadi,33rd Olympic Games,Olympic Games,13079218,15/04/1991 00:00,11/08/2024 00:00,100m,Men,Heat 2,08/09/2024 07:12,,8,OW,10.18,Semifinals,17517015,Stade de France,01/08/2024 00:00,Paris,France,FRA
