Age_Group,Athlete_Country,Athlete_CountryCode,Athlete_ID,Athlete_Name,Competition,Competition_Group,Competition_ID,Date_of_Birth,End_Date,Event,Gender,Heat,last_updated,Personal_Best,Position,Ranking,Result,Round,Row_id,Stadium,Start_Date,Venue,Venue_Country,Venue_CountryCode
,Afghanistan,AFG,men/617023,Sha Mahmood Noor Zahi,33rd Olympic Games,Olympic Games,13079218,21/03/1991 00:00,11/08/2024 00:00,100m,Men,Prelim 1,08/09/2024 07:12,PB,4,OW,10.64,Preliminary round,17517100,Stade de France,01/08/2024 00:00,Paris,France,FRA
,Afghanistan,AFG,women/172409,Kimia Yousufi,33rd Olympic Games,Olympic Games,13079218,20/05/1996 00:00,11/08/2024 00:00,100m,Women,Prelim 3,08/09/2024 07:13,,9,OW,13.42,Preliminary round,17518838,Stade de France,01/08/2024 00:00,Paris,France,FRA
,Albania,ALB,men/276978,Franko Burraj,33rd Olympic Games,Olympic Games,13079218,19/08/1998 00:00,11/08/2024 00:00,100m,Men,Heat 4,08/09/2024 07:12,,8,OW,10.66,Heats,17517060,Stade de France,01/08/2024 00:00,Paris,France,FRA
,Albania,ALB,men/276978,Franko Burraj,33rd Olympic Games,Olympic Games,13079218,19/08/1998 00:00,11/08/2024 00:00,100m,Men,Prelim 3,08/09/2024 07:12,PB,2,OW,10.6,Preliminary round,17517112,Stade de France,01/08/2024 00:00,Paris,France,FRA
,Albania,ALB,women/44491,Luiza Gega,33rd Olympic Games,Olympic Games,13079218,05/11/1988 00:00,11/08/2024 00:00,3000m Steeplechase,Women,Heat 2,08/09/2024 07:13,,9,OW,09:27.4,Heats,17519484,Stade de France,01/08/2024 00:00,Paris,France,FRA
,Algeria,ALG,men/125744,Bilal Tabti,33rd Olympic Games,Olympic Games,13079218,07/06/1993 00:00,11/08/2024 00:00,3000m Steeplechase,Men,Heat 1,08/09/2024 07:12,,12,OW,09:04.8,Heats,17517768,Stade de France,01/08/2024 00:00,Paris,France,FRA
,Algeria,ALG,men/147484,Amine Bouanani,33rd Olympic Games,Olympic Games,13079218,17/10/1997 00:00,11/08/2024 00:00,110m Hurdles,Men,Heat 2,08/09/2024 07:12,,3,OW,13.54,Repechage Round,17517834,Stade de France,01/08/2024 00:00,Paris,France,FRA
,Algeria,ALG,men/147484,Amine Bouanani,33rd Olympic Games,Olympic Games,13079218,17/10/1997 00:00,11/08/2024 00:00,110m Hurdles,Men,Heat 2,08/09/2024 07:12,,5,OW,13.58,Heats,17517858,Stade de France,01/08/2024 00:00,Paris,France,FRA
,Algeria,ALG,men/147486,Yasser Triki,33rd Olympic Games,Olympic Games,13079218,24/03/1997 00:00,11/08/2024 00:00,Triple Jump,Men,,08/09/2024 07:12,,9,OW,17.22,,17518114,Stade de France,01/08/2024 00:00,Paris,France,FRA
,Algeria,ALG,men/147486,Yasser Triki,33rd Olympic Games,Olympic Games,13079218,24/03/1997 00:00,11/08/2024 00:00,Triple Jump,Men,Qualification,08/09/2024 07:12,,9,OW,16.85,Qualification,17518126,Stade de France,01/08/2024 00:00,Paris,France,FRA
,Algeria,ALG,men/210498,Slimane Moula,33rd Olympic Games,Olympic Games,13079218,25/02/1999 00:00,11/08/2024 00:00,800m,Men,Heat 1,08/09/2024 07:12,,2,OW,01:45.7,Repechage Round,17517379,Stade de France,01/08/2024 00:00,Paris,France,FRA
,Algeria,ALG,men/210498,Slimane Moula,33rd Olympic Games,Olympic Games,13079218,25/02/1999 00:00,11/08/2024 00:00,800m,Men,Heat 6,08/09/2024 07:12,,8,OW,01:46.7,Heats,17517465,Stade de France,01/08/2024 00:00,Paris,France,FRA
,Algeria,ALG,men/277892,Oussama Khennoussi,33rd Olympic Games,Olympic Games,13079218,28/12/1999 00:00,11/08/2024 00:00,Discus Throw,Men,Qualification,08/09/2024 07:12,,,OW,,Qualification,17518235,Stade de France,01/08/2024 00:00,Paris,France,FRA
,Algeria,ALG,men/323373,Mohamed Ali Gouaned,33rd Olympic Games,Olympic Games,13079218,05/07/2002 00:00,11/08/2024 00:00,800m,Men,Heat 2,08/09/2024 07:12,,7,OW,01:47.3,Heats,17517428,Stade de France,01/08/2024 00:00,Paris,France,FRA
,Algeria,ALG,men/323373,Mohamed Ali Gouaned,33rd Olympic Games,Olympic Games,13079218,05/07/2002 00:00,11/08/2024 00:00,800m,Men,Heat 2,08/09/2024 07:12,,8,OW,01:46.5,Semifinals,17517369,Stade de France,01/08/2024 00:00,Paris,France,FRA
,Algeria,ALG,men/323373,Mohamed Ali Gouaned,33rd Olympic Games,Olympic Games,13079218,05/07/2002 00:00,11/08/2024 00:00,800m,Men,Heat 4,08/09/2024 07:12,'=PB,2,OW,01:44.4,Repechage Round,17517405,Stade de France,01/08/2024 00:00,Paris,France,FRA
,Algeria,ALG,men/579001,Djamel Sedjati,33rd Olympic Games,Olympic Games,13079218,03/05/1999 00:00,11/08/2024 00:00,800m,Men,,08/09/2024 07:12,,3,OW,01:41.5,,17517348,Stade de France,01/08/2024 00:00,Paris,France,FRA
,Algeria,ALG,men/579001,Djamel Sedjati,33rd Olympic Games,Olympic Games,13079218,03/05/1999 00:00,11/08/2024 00:00,800m,Men,Heat 1,08/09/2024 07:12,,1,OW,01:45.1,Semifinals,17517354,Stade de France,01/08/2024 00:00,Paris,France,FRA
,Algeria,ALG,men/579001,Djamel Sedjati,33rd Olympic Games,Olympic Games,13079218,03/05/1999 00:00,11/08/2024 00:00,800m,Men,Heat 4,08/09/2024 07:12,,1,OW,01:45.8,Heats,17517440,Stade de France,01/08/2024 00:00,Paris,France,FRA
,Algeria,ALG,women/243482,Zahra Tatar,33rd Olympic Games,Olympic Games,13079218,10/11/1992 00:00,11/08/2024 00:00,Hammer Throw,Women,Qualification,08/09/2024 07:13,,25,OW,66.99,Qualification,17519988,Stade de France,01/08/2024 00:00,Paris,France,FRA
,American Samoa,ASA,women/456066,Filomenaleonisa Iakopo,33rd Olympic Games,Olympic Games,13079218,10/02/2006 00:00,11/08/2024 00:00,100m,Women,Prelim 2,08/09/2024 07:13,PB,8,OW,12.78,Preliminary round,17518828,Stade de France,01/08/2024 00:00,Paris,France,FRA
,Andorra,AND,men/216203,Nahuel Carabaña,33rd Olympic Games,Olympic Games,13079218,10/11/1999 00:00,11/08/2024 00:00,3000m Steeplechase,Men,Heat 2,08/09/2024 07:12,,7,OW,08:19.4,Heats,17517775,Stade de France,01/08/2024 00:00,Paris,France,FRA
,Angola,ANG,men/693982,Marcos Santos,33rd Olympic Games,Olympic Games,13079218,15/01/2004 00:00,11/08/2024 00:00,100m,Men,Heat 4,08/09/2024 07:12,PB,7,OW,10.4,Heats,17517059,Stade de France,01/08/2024 00:00,Paris,France,FRA
,Angola,ANG,men/693982,Marcos Santos,33rd Olympic Games,Olympic Games,13079218,15/01/2004 00:00,11/08/2024 00:00,100m,Men,Prelim 4,08/09/2024 07:12,PB,2,OW,10.31,Preliminary round,17517120,Stade de France,01/08/2024 00:00,Paris,France,FRA
,Antigua & Barbuda,ANT,men/131636,Cejhae Greene,33rd Olympic Games,Olympic Games,13079218,06/10/1995 00:00,11/08/2024 00:00,100m,Men,Heat 8,08/09/2024 07:12,,4,OW,10.17,Heats,17517091,Stade de France,01/08/2024 00:00,Paris,France,FRA
,Antigua & Barbuda,ANT,women/162044,Joella Lloyd,33rd Olympic Games,Olympic Games,13079218,12/04/2002 00:00,11/08/2024 00:00,100m,Women,Heat 8,08/09/2024 07:13,,7,OW,11.37,Heats,17518809,Stade de France,01/08/2024 00:00,Paris,France,FRA
,Argentina,ARG,men/129163,Joaquín Gómez,33rd Olympic Games,Olympic Games,13079218,14/10/1996 00:00,11/08/2024 00:00,Hammer Throw,Men,Qualification,08/09/2024 07:12,,23,OW,72.1,Qualification,17518271,Stade de France,01/08/2024 00:00,Paris,France,FRA
,Argentina,ARG,men/219205,Nazareno Sasia,33rd Olympic Games,Olympic Games,13079218,05/01/2001 00:00,11/08/2024 00:00,Shot Put,Men,Qualification,08/09/2024 07:12,,23,OW,19.33,Qualification,17518184,Stade de France,01/08/2024 00:00,Paris,France,FRA
,Argentina,ARG,men/279683,Elián Larregina,33rd Olympic Games,Olympic Games,13079218,20/02/2000 00:00,11/08/2024 00:00,400m,Men,Heat 1,08/09/2024 07:12,,1,OW,45.36,Repechage Round,17517275,Stade de France,01/08/2024 00:00,Paris,France,FRA
,Argentina,ARG,men/279683,Elián Larregina,33rd Olympic Games,Olympic Games,13079218,20/02/2000 00:00,11/08/2024 00:00,400m,Men,Heat 2,08/09/2024 07:12,,6,OW,45.02,Semifinals,17517264,Stade de France,01/08/2024 00:00,Paris,France,FRA
,Argentina,ARG,men/279683,Elián Larregina,33rd Olympic Games,Olympic Games,13079218,20/02/2000 00:00,11/08/2024 00:00,400m,Men,Heat 4,08/09/2024 07:12,,6,OW,47.8,Heats,17517329,Stade de France,01/08/2024 00:00,Paris,France,FRA
,Argentina,ARG,women/200259,Daiana Ocampo,33rd Olympic Games,Olympic Games,13079218,16/02/1991 00:00,11/08/2024 00:00,Marathon,Women,,08/09/2024 07:13,,41,OW,02:32:02,,17519398,Stade de France,01/08/2024 00:00,Paris,France,FRA
,Argentina,ARG,women/65292,Florencia Borelli,33rd Olympic Games,Olympic Games,13079218,30/10/1992 00:00,11/08/2024 00:00,Marathon,Women,,08/09/2024 07:13,,21,OW,02:29:29,,17519378,Stade de France,01/08/2024 00:00,Paris,France,FRA
,Argentina,ARG,women/76112,Belén Casetta,33rd Olympic Games,Olympic Games,13079218,26/09/1994 00:00,11/08/2024 00:00,3000m Steeplechase,Women,Heat 3,08/09/2024 07:13,,11,OW,09:34.8,Heats,17519498,Stade de France,01/08/2024 00:00,Paris,France,FRA
,Armenia,ARM,men/165524,Yervand Mkrtchyan,33rd Olympic Games,Olympic Games,13079218,11/06/1996 00:00,11/08/2024 00:00,800m,Men,Heat 2,08/09/2024 07:12,,8,OW,01:50.1,Repechage Round,17517394,Stade de France,01/08/2024 00:00,Paris,France,FRA
,Armenia,ARM,men/165524,Yervand Mkrtchyan,33rd Olympic Games,Olympic Games,13079218,11/06/1996 00:00,11/08/2024 00:00,800m,Men,Heat 3,08/09/2024 07:12,PB,9,OW,01:49.9,Heats,17517439,Stade de France,01/08/2024 00:00,Paris,France,FRA
,Australia,AUS,men/107841,Rhydian Cowley,33rd Olympic Games,Olympic Games,13079218,04/01/1991 00:00,11/08/2024 00:00,20km Race Walk,Men,,08/09/2024 07:13,,12,OW,01:20:04,,17518358,Stade de France,01/08/2024 00:00,Paris,France,FRA
,Australia,AUS,men/122883,Brandon Starc,33rd Olympic Games,Olympic Games,13079218,24/11/1993 00:00,11/08/2024 00:00,High Jump,Men,Qualification,08/09/2024 07:12,SB,13,OW,2.24,Qualification,17518000,Stade de France,01/08/2024 00:00,Paris,France,FRA
,Australia,AUS,men/135266,Matt Denny,33rd Olympic Games,Olympic Games,13079218,02/06/1996 00:00,11/08/2024 00:00,Discus Throw,Men,,08/09/2024 07:12,,3,OW,69.31,,17518195,Stade de France,01/08/2024 00:00,Paris,France,FRA
,Australia,AUS,men/135266,Matt Denny,33rd Olympic Games,Olympic Games,13079218,02/06/1996 00:00,11/08/2024 00:00,Discus Throw,Men,Qualification,08/09/2024 07:12,,2,OW,66.83,Qualification,17518206,Stade de France,01/08/2024 00:00,Paris,France,FRA
,Australia,AUS,men/135574,Patrick Tiernan,33rd Olympic Games,Olympic Games,13079218,11/09/1994 00:00,11/08/2024 00:00,Marathon,Men,,08/09/2024 07:12,,24,OW,02:10:34,,17517683,Stade de France,01/08/2024 00:00,Paris,France,FRA
,Australia,AUS,men/139499,Morgan McDonald,33rd Olympic Games,Olympic Games,13079218,23/04/1996 00:00,11/08/2024 00:00,5000m,Men,Heat 2,08/09/2024 07:12,,9,OW,13:52.7,Heats,17517624,Stade de France,01/08/2024 00:00,Paris,France,FRA
,Australia,AUS,men/139723,Joel Baden,33rd Olympic Games,Olympic Games,13079218,01/02/1996 00:00,11/08/2024 00:00,High Jump,Men,Qualification,08/09/2024 07:12,,27,OW,2.15,Qualification,17518014,Stade de France,01/08/2024 00:00,Paris,France,FRA
,Australia,AUS,men/140282,Stewart McSweyn,33rd Olympic Games,Olympic Games,13079218,01/06/1995 00:00,11/08/2024 00:00,1500m,Men,Heat 1,08/09/2024 07:12,,12,OW,03:37.5,Repechage Round,17517513,Stade de France,01/08/2024 00:00,Paris,France,FRA
,Australia,AUS,men/140282,Stewart McSweyn,33rd Olympic Games,Olympic Games,13079218,01/06/1995 00:00,11/08/2024 00:00,1500m,Men,Heat 2,08/09/2024 07:12,,11,OW,03:36.5,Heats,17517554,Stade de France,01/08/2024 00:00,Paris,France,FRA
,Australia,AUS,men/140282,Stewart McSweyn,33rd Olympic Games,Olympic Games,13079218,01/06/1995 00:00,11/08/2024 00:00,5000m,Men,,08/09/2024 07:12,,18,OW,13:31.4,,17517591,Stade de France,01/08/2024 00:00,Paris,France,FRA
,Australia,AUS,men/140282,Stewart McSweyn,33rd Olympic Games,Olympic Games,13079218,01/06/1995 00:00,11/08/2024 00:00,5000m,Men,Heat 1,08/09/2024 07:12,,12,OW,14:12.3,Heats,17517607,Stade de France,01/08/2024 00:00,Paris,France,FRA
,Australia,AUS,men/140772,Peter Bol,33rd Olympic Games,Olympic Games,13079218,22/02/1994 00:00,11/08/2024 00:00,800m,Men,Heat 1,08/09/2024 07:12,,4,OW,01:46.1,Repechage Round,17517381,Stade de France,01/08/2024 00:00,Paris,France,FRA
,Australia,AUS,men/140772,Peter Bol,33rd Olympic Games,Olympic Games,13079218,22/02/1994 00:00,11/08/2024 00:00,800m,Men,Heat 4,08/09/2024 07:12,,7,OW,01:47.5,Heats,17517446,Stade de France,01/08/2024 00:00,Paris,France,FRA
,Australia,AUS,men/151864,Kurtis Marschall,33rd Olympic Games,Olympic Games,13079218,25/04/1997 00:00,11/08/2024 00:00,Pole Vault,Men,,08/09/2024 07:12,'=SB,6,OW,5.85,,17518024,Stade de France,01/08/2024 00:00,Paris,France,FRA
,Australia,AUS,men/151864,Kurtis Marschall,33rd Olympic Games,Olympic Games,13079218,25/04/1997 00:00,11/08/2024 00:00,Pole Vault,Men,Qualification,08/09/2024 07:12,,11,OW,5.7,Qualification,17518042,Stade de France,01/08/2024 00:00,Paris,France,FRA
,Australia,AUS,men/152738,Chris Mitrevski,33rd Olympic Games,Olympic Games,13079218,12/07/1996 00:00,11/08/2024 00:00,Long Jump,Men,Qualification,08/09/2024 07:12,,18,OW,7.79,Qualification,17518090,Stade de France,01/08/2024 00:00,Paris,France,FRA
,Australia,AUS,men/169642,Rohan Browning,33rd Olympic Games,Olympic Games,13079218,31/12/1997 00:00,11/08/2024 00:00,100m,Men,Heat 6,08/09/2024 07:12,'=SB,6,OW,10.29,Heats,17517075,Stade de France,01/08/2024 00:00,Paris,France,FRA
,Australia,AUS,men/169865,Olli Hoare,33rd Olympic Games,Olympic Games,13079218,29/01/1997 00:00,11/08/2024 00:00,1500m,Men,Heat 1,08/09/2024 07:12,,13,OW,03:39.1,Heats,17517541,Stade de France,01/08/2024 00:00,Paris,France,FRA
,Australia,AUS,men/169865,Olli Hoare,33rd Olympic Games,Olympic Games,13079218,29/01/1997 00:00,11/08/2024 00:00,1500m,Men,Heat 2,08/09/2024 07:12,,5,OW,03:34.0,Repechage Round,17517519,Stade de France,01/08/2024 00:00,Paris,France,FRA
,Australia,AUS,men/171685,Cameron McEntyre,33rd Olympic Games,Olympic Games,13079218,10/02/1999 00:00,11/08/2024 00:00,Javelin Throw,Men,Qualification,08/09/2024 07:13,,16,OW,81.18,Qualification,17518308,Stade de France,01/08/2024 00:00,Paris,France,FRA
,Australia,AUS,men/172189,Kyle Swan,33rd Olympic Games,Olympic Games,13079218,28/03/1999 00:00,11/08/2024 00:00,20km Race Walk,Men,,08/09/2024 07:13,,35,OW,01:23:32,,17518381,Stade de France,01/08/2024 00:00,Paris,France,FRA
,Australia,AUS,men/172913,Declan Tingay,33rd Olympic Games,Olympic Games,13079218,06/02/1999 00:00,11/08/2024 00:00,20km Race Walk,Men,,08/09/2024 07:13,SB,11,OW,01:19:56,,17518357,Stade de France,01/08/2024 00:00,Paris,France,FRA
,Australia,AUS,men/173481,Andrew Buchanan,33rd Olympic Games,Olympic Games,13079218,10/04/1991 00:00,11/08/2024 00:00,Marathon,Men,,08/09/2024 07:12,,45,OW,02:12:58,,17517704,Stade de France,01/08/2024 00:00,Paris,France,FRA
,Australia,AUS,men/184895,Joseph Deng,33rd Olympic Games,Olympic Games,13079218,07/07/1998 00:00,11/08/2024 00:00,800m,Men,Heat 3,08/09/2024 07:12,,5,OW,01:48.6,Repechage Round,17517400,Stade de France,01/08/2024 00:00,Paris,France,FRA
,Australia,AUS,men/184895,Joseph Deng,33rd Olympic Games,Olympic Games,13079218,07/07/1998 00:00,11/08/2024 00:00,800m,Men,Heat 3,08/09/2024 07:12,SB,6,OW,01:45.9,Heats,17517436,Stade de France,01/08/2024 00:00,Paris,France,FRA
,Australia,AUS,men/184967,Ben Buckingham,33rd Olympic Games,Olympic Games,13079218,08/11/1991 00:00,11/08/2024 00:00,3000m Steeplechase,Men,Heat 3,08/09/2024 07:12,,10,OW,08:32.1,Heats,17517790,Stade de France,01/08/2024 00:00,Paris,France,FRA
,Australia,AUS,men/188361,Ashley Moloney,33rd Olympic Games,Olympic Games,13079218,13/03/2000 00:00,11/08/2024 00:00,Decathlon,Men,,08/09/2024 07:13,,,OW,,,17518345,Stade de France,01/08/2024 00:00,Paris,France,FRA
,Australia,AUS,men/189329,Matthew Clarke,33rd Olympic Games,Olympic Games,13079218,29/04/1995 00:00,11/08/2024 00:00,3000m Steeplechase,Men,Heat 2,08/09/2024 07:12,,11,OW,08:49.8,Heats,17517779,Stade de France,01/08/2024 00:00,Paris,France,FRA
,Australia,AUS,men/198607,Liam Adcock,33rd Olympic Games,Olympic Games,13079218,21/06/1996 00:00,11/08/2024 00:00,Long Jump,Men,Qualification,08/09/2024 07:12,,27,OW,7.56,Qualification,17518099,Stade de France,01/08/2024 00:00,Paris,France,FRA
,Australia,AUS,men/201271,Dan Golubovic,33rd Olympic Games,Olympic Games,13079218,29/11/1993 00:00,11/08/2024 00:00,Decathlon,Men,,08/09/2024 07:13,,19,OW,7566,,17518343,Stade de France,01/08/2024 00:00,Paris,France,FRA
,Australia,AUS,men/262533,Adam Spencer,33rd Olympic Games,Olympic Games,13079218,04/10/2001 00:00,11/08/2024 00:00,1500m,Men,Heat 2,08/09/2024 07:12,SB,6,OW,03:34.5,Repechage Round,17517520,Stade de France,01/08/2024 00:00,Paris,France,FRA
,Australia,AUS,men/262533,Adam Spencer,33rd Olympic Games,Olympic Games,13079218,04/10/2001 00:00,11/08/2024 00:00,1500m,Men,Heat 3,08/09/2024 07:12,,8,OW,03:37.7,Heats,17517566,Stade de France,01/08/2024 00:00,Paris,France,FRA
,Australia,AUS,men/265148,Joshua Azzopardi,33rd Olympic Games,Olympic Games,13079218,27/11/1999 00:00,11/08/2024 00:00,100m,Men,Heat 2,08/09/2024 07:12,,4,OW,10.2,Heats,17517038,Stade de France,01/08/2024 00:00,Paris,France,FRA
,Australia,AUS,men/284506,Connor Murphy,33rd Olympic Games,Olympic Games,13079218,22/10/2001 00:00,11/08/2024 00:00,Triple Jump,Men,,08/09/2024 07:12,,12,OW,16.3,,17518117,Stade de France,01/08/2024 00:00,Paris,France,FRA
,Australia,AUS,men/284506,Connor Murphy,33rd Olympic Games,Olympic Games,13079218,22/10/2001 00:00,11/08/2024 00:00,Triple Jump,Men,Qualification,08/09/2024 07:12,,10,OW,16.8,Qualification,17518127,Stade de France,01/08/2024 00:00,Paris,France,FRA
,Australia,AUS,men/304332,Reece Holder,33rd Olympic Games,Olympic Games,13079218,20/08/2002 00:00,11/08/2024 00:00,400m,Men,Heat 3,08/09/2024 07:12,,5,OW,44.94,Semifinals,17517271,Stade de France,01/08/2024 00:00,Paris,France,FRA
,Australia,AUS,men/304332,Reece Holder,33rd Olympic Games,Olympic Games,13079218,20/08/2002 00:00,11/08/2024 00:00,400m,Men,Heat 4,08/09/2024 07:12,PB,3,OW,44.53,Heats,17517326,Stade de France,01/08/2024 00:00,Paris,France,FRA
,Australia,AUS,men/336976,Yual Reath,33rd Olympic Games,Olympic Games,13079218,18/05/2000 00:00,11/08/2024 00:00,High Jump,Men,Qualification,08/09/2024 07:12,,23,OW,2.2,Qualification,17518011,Stade de France,01/08/2024 00:00,Paris,France,FRA
,Australia,AUS,men/336977,Tayleb Willis,33rd Olympic Games,Olympic Games,13079218,18/03/2003 00:00,11/08/2024 00:00,110m Hurdles,Men,Heat 3,08/09/2024 07:12,,5,OW,13.67,Repechage Round,17517843,Stade de France,01/08/2024 00:00,Paris,France,FRA
,Australia,AUS,men/336977,Tayleb Willis,33rd Olympic Games,Olympic Games,13079218,18/03/2003 00:00,11/08/2024 00:00,110m Hurdles,Men,Heat 5,08/09/2024 07:12,,5,OW,13.63,Heats,17517882,Stade de France,01/08/2024 00:00,Paris,France,FRA
,Australia,AUS,men/4303,,33rd Olympic Games,Olympic Games,13079218,,11/08/2024 00:00,4 x 100m,Men,Heat 1,08/09/2024 07:13,PB,6,OW,38.12,Heats,17518409,Stade de France,01/08/2024 00:00,Paris,France,FRA
,Australia,AUS,men/4303,,33rd Olympic Games,Olympic Games,13079218,,11/08/2024 00:00,Marathon Race Walk Mixed Relay,Men,,08/09/2024 07:13,,22,OW,03:09:21,,17518490,Stade de France,01/08/2024 00:00,Paris,France,FRA
,Australia,AUS,men/4303,,33rd Olympic Games,Olympic Games,13079218,,11/08/2024 00:00,Marathon Race Walk Mixed Relay,Men,,08/09/2024 07:13,PB,3,OW,02:51:38,,17518471,Stade de France,01/08/2024 00:00,Paris,France,FRA
,Australia,AUS,men/511366,Calab Law,33rd Olympic Games,Olympic Games,13079218,21/12/2003 00:00,11/08/2024 00:00,200m,Men,Heat 1,08/09/2024 07:12,,7,OW,20.75,Heats,17517206,Stade de France,01/08/2024 00:00,Paris,France,FRA
,Australia,AUS,men/511366,Calab Law,33rd Olympic Games,Olympic Games,13079218,21/12/2003 00:00,11/08/2024 00:00,200m,Men,Heat 2,08/09/2024 07:12,,,OW,,Repechage Round,17517186,Stade de France,01/08/2024 00:00,Paris,France,FRA
,Australia,AUS,men/557796,Peyton Craig,33rd Olympic Games,Olympic Games,13079218,28/03/2005 00:00,11/08/2024 00:00,800m,Men,Heat 1,08/09/2024 07:12,,3,OW,01:45.8,Heats,17517415,Stade de France,01/08/2024 00:00,Paris,France,FRA
,Australia,AUS,men/557796,Peyton Craig,33rd Olympic Games,Olympic Games,13079218,28/03/2005 00:00,11/08/2024 00:00,800m,Men,Heat 3,08/09/2024 07:12,PB,6,OW,01:44.1,Semifinals,17517375,Stade de France,01/08/2024 00:00,Paris,France,FRA
,Australia,AUS,men/72112,Liam Adams,33rd Olympic Games,Olympic Games,13079218,04/09/1986 00:00,11/08/2024 00:00,Marathon,Men,,08/09/2024 07:12,SB,49,OW,02:13:33,,17517708,Stade de France,01/08/2024 00:00,Paris,France,FRA
,Australia,AUS,women/120665,Jemima Montag,33rd Olympic Games,Olympic Games,13079218,15/02/1998 00:00,11/08/2024 00:00,20km Race Walk,Women,,08/09/2024 07:13,PB,3,OW,01:26:25,,17520064,Stade de France,01/08/2024 00:00,Paris,France,FRA
,Australia,AUS,women/121421,Georgia Griffith,33rd Olympic Games,Olympic Games,13079218,05/12/1996 00:00,11/08/2024 00:00,1500m,Women,Heat 1,08/09/2024 07:13,,4,OW,03:59.2,Heats,17519236,Stade de France,01/08/2024 00:00,Paris,France,FRA
,Australia,AUS,women/121421,Georgia Griffith,33rd Olympic Games,Olympic Games,13079218,05/12/1996 00:00,11/08/2024 00:00,1500m,Women,Heat 1,08/09/2024 07:13,,9,OW,04:02.7,Semifinals,17519191,Stade de France,01/08/2024 00:00,Paris,France,FRA
,Australia,AUS,women/127785,Liz Clay,33rd Olympic Games,Olympic Games,13079218,09/05/1995 00:00,11/08/2024 00:00,100m Hurdles,Women,Heat 3,08/09/2024 07:13,,5,OW,12.99,Repechage Round,17519550,Stade de France,01/08/2024 00:00,Paris,France,FRA
,Australia,AUS,women/127785,Liz Clay,33rd Olympic Games,Olympic Games,13079218,09/05/1995 00:00,11/08/2024 00:00,100m Hurdles,Women,Heat 5,08/09/2024 07:13,,4,OW,12.94,Heats,17519588,Stade de France,01/08/2024 00:00,Paris,France,FRA
,Australia,AUS,women/128036,Isobel Batt-Doyle,33rd Olympic Games,Olympic Games,13079218,14/09/1995 00:00,11/08/2024 00:00,5000m,Women,Heat 2,08/09/2024 07:13,,9,OW,15:03.6,Heats,17519321,Stade de France,01/08/2024 00:00,Paris,France,FRA
,Australia,AUS,women/128567,Rose Davies,33rd Olympic Games,Olympic Games,13079218,21/12/1999 00:00,11/08/2024 00:00,5000m,Women,,08/09/2024 07:13,,12,OW,14:49.7,,17519288,Stade de France,01/08/2024 00:00,Paris,France,FRA
,Australia,AUS,women/128567,Rose Davies,33rd Olympic Games,Olympic Games,13079218,21/12/1999 00:00,11/08/2024 00:00,5000m,Women,Heat 2,08/09/2024 07:13,,3,OW,15:00.9,Heats,17519315,Stade de France,01/08/2024 00:00,Paris,France,FRA
,Australia,AUS,women/138736,Celeste Mucci,33rd Olympic Games,Olympic Games,13079218,11/08/1999 00:00,11/08/2024 00:00,100m Hurdles,Women,Heat 2,08/09/2024 07:13,,5,OW,13,Repechage Round,17519543,Stade de France,01/08/2024 00:00,Paris,France,FRA
,Australia,AUS,women/138736,Celeste Mucci,33rd Olympic Games,Olympic Games,13079218,11/08/1999 00:00,11/08/2024 00:00,100m Hurdles,Women,Heat 2,08/09/2024 07:13,,7,OW,13.05,Heats,17519567,Stade de France,01/08/2024 00:00,Paris,France,FRA
,Australia,AUS,women/139200,Alanah Yukich,33rd Olympic Games,Olympic Games,13079218,27/01/1998 00:00,11/08/2024 00:00,400m Hurdles,Women,Heat 1,08/09/2024 07:13,PB,2,OW,55.11,Repechage Round,17519628,Stade de France,01/08/2024 00:00,Paris,France,FRA
,Australia,AUS,women/139200,Alanah Yukich,33rd Olympic Games,Olympic Games,13079218,27/01/1998 00:00,11/08/2024 00:00,400m Hurdles,Women,Heat 3,08/09/2024 07:13,,7,OW,55.46,Heats,17519668,Stade de France,01/08/2024 00:00,Paris,France,FRA
,Australia,AUS,women/139200,Alanah Yukich,33rd Olympic Games,Olympic Games,13079218,27/01/1998 00:00,11/08/2024 00:00,400m Hurdles,Women,Heat 3,08/09/2024 07:13,,7,OW,55.49,Semifinals,17519623,Stade de France,01/08/2024 00:00,Paris,France,FRA
,Australia,AUS,women/139742,Lauren Ryan,33rd Olympic Games,Olympic Games,13079218,15/03/1998 00:00,11/08/2024 00:00,"10,000m",Women,,08/09/2024 07:13,,13,OW,31:13.3,,17519345,Stade de France,01/08/2024 00:00,Paris,France,FRA
,Australia,AUS,women/139742,Lauren Ryan,33rd Olympic Games,Olympic Games,13079218,15/03/1998 00:00,11/08/2024 00:00,5000m,Women,Heat 1,08/09/2024 07:13,,13,OW,15:29.4,Heats,17519305,Stade de France,01/08/2024 00:00,Paris,France,FRA
,Australia,AUS,women/141446,Abbey Caldwell,33rd Olympic Games,Olympic Games,13079218,03/07/2001 00:00,11/08/2024 00:00,800m,Women,Heat 1,08/09/2024 07:13,,1,OW,02:00.1,Repechage Round,17519090,Stade de France,01/08/2024 00:00,Paris,France,FRA
,Australia,AUS,women/141446,Abbey Caldwell,33rd Olympic Games,Olympic Games,13079218,03/07/2001 00:00,11/08/2024 00:00,800m,Women,Heat 1,08/09/2024 07:13,,5,OW,01:58.5,Semifinals,17519070,Stade de France,01/08/2024 00:00,Paris,France,FRA
