Heat ID,Heat No,Wave Count,Jumps Count,Wave Factor,Jump Factor,Heatsheet ID,Category,Sailor Name,Sail Number,Total Wave,Total Jump,Total Points,Position,Type,Score,Counting
1657_8a,8a,2,2,1,1,1657_8a,855,Stillrich,E-95,8.25,12.95,21.2,1,F,4.38,No
1657_8a,8a,2,2,1,1,1657_8a,855,Stillrich,E-95,8.25,12.95,21.2,1,B ,5.50,No
1657_8a,8a,2,2,1,1,1657_8a,855,Stillrich,E-95,8.25,12.95,21.2,1,2xF,4.78,No
1657_8a,8a,2,2,1,1,1657_8a,855,Stillrich,E-95,8.25,12.95,21.2,1,P,6.00,Yes
1657_8a,8a,2,2,1,1,1657_8a,855,Stillrich,E-95,8.25,12.95,21.2,1,2xF,6.95,Yes
1657_8a,8a,2,2,1,1,1657_8a,855,Shamgar,ISR-13,7.88,10.1,17.98,2,Wave,0.62,No
1657_8a,8a,2,2,1,1,1657_8a,855,Shamgar,ISR-13,7.88,10.1,17.98,2,Wave,1.00,No
1657_8a,8a,2,2,1,1,1657_8a,855,Shamgar,ISR-13,7.88,10.1,17.98,2,Wave,2.38,No
1657_8a,8a,2,2,1,1,1657_8a,855,Shamgar,ISR-13,7.88,10.1,17.98,2,Wave,5.00,Yes
1657_8a,8a,2,2,1,1,1657_8a,855,Shamgar,ISR-13,7.88,10.1,17.98,2,Wave,2.88,Yes
1657_8a,8a,2,2,1,1,1657_8a,855,Shamgar,ISR-13,7.88,10.1,17.98,2,F,4.88,Yes
1657_8a,8a,2,2,1,1,1657_8a,855,Shamgar,ISR-13,7.88,10.1,17.98,2,2xF,5.22,Yes
1657_8a,8a,2,2,1,1,1657_8a,855,Shamgar,ISR-13,7.88,10.1,17.98,2,P,4.65,No
1657_8a,8a,2,2,1,1,1657_8a,855,Thule,DEN-134,4.88,8.37,13.25,3,Wave,2.50,Yes
1657_8a,8a,2,2,1,1,1657_8a,855,Thule,DEN-134,4.88,8.37,13.25,3,Wave,1.12,No
1657_8a,8a,2,2,1,1,1657_8a,855,Thule,DEN-134,4.88,8.37,13.25,3,Wave,2.38,Yes
1657_8a,8a,2,2,1,1,1657_8a,855,Thule,DEN-134,4.88,8.37,13.25,3,B ,4.12,Yes
1657_8a,8a,2,2,1,1,1657_8a,855,Thule,DEN-134,4.88,8.37,13.25,3,F,4.25,Yes
1657_8a,8a,2,2,1,1,1657_8a,855,Thule,DEN-134,4.88,8.37,13.25,3,B ,0.50,No
1657_8a,8a,2,2,1,1,1657_8a,855,Thule,DEN-134,4.88,8.37,13.25,3,B ,0.50,No
1657_8a,8a,2,2,1,1,1657_8a,855,Maethner,G-31,1.5,3.6,5.1,4,Wave,1.00,Yes
1657_8a,8a,2,2,1,1,1657_8a,855,Maethner,G-31,1.5,3.6,5.1,4,Wave,0.50,Yes
1657_8a,8a,2,2,1,1,1657_8a,855,Maethner,G-31,1.5,3.6,5.1,4,B ,0.50,No
1657_8a,8a,2,2,1,1,1657_8a,855,Maethner,G-31,1.5,3.6,5.1,4,B ,0.50,No
1657_8a,8a,2,2,1,1,1657_8a,855,Maethner,G-31,1.5,3.6,5.1,4,B ,0.50,No
1657_8a,8a,2,2,1,1,1657_8a,855,Maethner,G-31,1.5,3.6,5.1,4,B ,3.60,Yes
1657_9a,9a,2,2,1,1,1657_9a,855,Köster,G-44,9.5,14.78,24.28,1,Wave,3.00,No
1657_9a,9a,2,2,1,1,1657_9a,855,Köster,G-44,9.5,14.78,24.28,1,Wave,4.38,Yes
1657_9a,9a,2,2,1,1,1657_9a,855,Köster,G-44,9.5,14.78,24.28,1,Wave,5.12,Yes
1657_9a,9a,2,2,1,1,1657_9a,855,Köster,G-44,9.5,14.78,24.28,1,Wave,2.38,No
1657_9a,9a,2,2,1,1,1657_9a,855,Köster,G-44,9.5,14.78,24.28,1,2xF,7.90,Yes
1657_9a,9a,2,2,1,1,1657_9a,855,Köster,G-44,9.5,14.78,24.28,1,P,6.88,Yes
1657_9a,9a,2,2,1,1,1657_9a,855,Köster,G-44,9.5,14.78,24.28,1,B ,6.68,No
1657_9a,9a,2,2,1,1,1657_9a,855,Köster,G-44,9.5,14.78,24.28,1,P,5.62,No
1657_9a,9a,2,2,1,1,1657_9a,855,Sugi,J-7,7.75,12.54,20.29,2,Wave,2.75,No
1657_9a,9a,2,2,1,1,1657_9a,855,Sugi,J-7,7.75,12.54,20.29,2,Wave,3.00,No
1657_9a,9a,2,2,1,1,1657_9a,855,Sugi,J-7,7.75,12.54,20.29,2,Wave,3.50,Yes
1657_9a,9a,2,2,1,1,1657_9a,855,Sugi,J-7,7.75,12.54,20.29,2,Wave,4.25,Yes
1657_9a,9a,2,2,1,1,1657_9a,855,Sugi,J-7,7.75,12.54,20.29,2,Wave,2.12,No
1657_9a,9a,2,2,1,1,1657_9a,855,Sugi,J-7,7.75,12.54,20.29,2,2xF,6.32,Yes
1657_9a,9a,2,2,1,1,1657_9a,855,Sugi,J-7,7.75,12.54,20.29,2,B ,0.62,No
1657_9a,9a,2,2,1,1,1657_9a,855,Sugi,J-7,7.75,12.54,20.29,2,P,5.95,No
1657_9a,9a,2,2,1,1,1657_9a,855,Sugi,J-7,7.75,12.54,20.29,2,B ,6.22,Yes
1657_9a,9a,2,2,1,1,1657_9a,855,Stathapoulos,GRE-73,6.25,9.0,15.25,3,Wave,5.00,Yes
1657_9a,9a,2,2,1,1,1657_9a,855,Stathapoulos,GRE-73,6.25,9.0,15.25,3,Wave,0.88,No
1657_9a,9a,2,2,1,1,1657_9a,855,Stathapoulos,GRE-73,6.25,9.0,15.25,3,Wave,1.25,Yes
1657_9a,9a,2,2,1,1,1657_9a,855,Stathapoulos,GRE-73,6.25,9.0,15.25,3,B ,4.88,No
1657_9a,9a,2,2,1,1,1657_9a,855,Stathapoulos,GRE-73,6.25,9.0,15.25,3,2xF,3.88,Yes
1657_9a,9a,2,2,1,1,1657_9a,855,Stathapoulos,GRE-73,6.25,9.0,15.25,3,B ,5.12,Yes
1657_9a,9a,2,2,1,1,1657_9a,855,Mauch,G-103,9.12,4.88,14.0,4,Wave,2.38,No
1657_9a,9a,2,2,1,1,1657_9a,855,Mauch,G-103,9.12,4.88,14.0,4,Wave,3.62,No
1657_9a,9a,2,2,1,1,1657_9a,855,Mauch,G-103,9.12,4.88,14.0,4,Wave,5.12,Yes
1657_9a,9a,2,2,1,1,1657_9a,855,Mauch,G-103,9.12,4.88,14.0,4,Wave,3.00,No
1657_9a,9a,2,2,1,1,1657_9a,855,Mauch,G-103,9.12,4.88,14.0,4,Wave,4.00,Yes
1657_9a,9a,2,2,1,1,1657_9a,855,Mauch,G-103,9.12,4.88,14.0,4,B ,0.50,Yes
1657_9a,9a,2,2,1,1,1657_9a,855,Mauch,G-103,9.12,4.88,14.0,4,F,4.38,Yes
1657_10a,10a,2,2,1,1,1657_10a,855,Campello,V-111,8.25,13.95,22.2,1,Wave,2.25,Yes
1657_10a,10a,2,2,1,1,1657_10a,855,Campello,V-111,8.25,13.95,22.2,1,Wave,0.62,No
1657_10a,10a,2,2,1,1,1657_10a,855,Campello,V-111,8.25,13.95,22.2,1,Wave,6.00,Yes
1657_10a,10a,2,2,1,1,1657_10a,855,Campello,V-111,8.25,13.95,22.2,1,Wave,1.12,No
1657_10a,10a,2,2,1,1,1657_10a,855,Campello,V-111,8.25,13.95,22.2,1,2xF,6.93,No
1657_10a,10a,2,2,1,1,1657_10a,855,Campello,V-111,8.25,13.95,22.2,1,2xF,7.95,Yes
1657_10a,10a,2,2,1,1,1657_10a,855,Campello,V-111,8.25,13.95,22.2,1,P,5.95,No
1657_10a,10a,2,2,1,1,1657_10a,855,Campello,V-111,8.25,13.95,22.2,1,F,6.00,Yes
1657_10a,10a,2,2,1,1,1657_10a,855,Ruenes,F-85,3.62,10.69,14.31,2,Wave,2.00,Yes
1657_10a,10a,2,2,1,1,1657_10a,855,Ruenes,F-85,3.62,10.69,14.31,2,Wave,1.12,No
1657_10a,10a,2,2,1,1,1657_10a,855,Ruenes,F-85,3.62,10.69,14.31,2,Wave,1.50,No
1657_10a,10a,2,2,1,1,1657_10a,855,Ruenes,F-85,3.62,10.69,14.31,2,Wave,1.62,Yes
1657_10a,10a,2,2,1,1,1657_10a,855,Ruenes,F-85,3.62,10.69,14.31,2,P,5.57,Yes
1657_10a,10a,2,2,1,1,1657_10a,855,Ruenes,F-85,3.62,10.69,14.31,2,B ,5.12,Yes
1657_10a,10a,2,2,1,1,1657_10a,855,Morisio,I-676,4.5,9.12,13.62,3,Wave,1.00,No
1657_10a,10a,2,2,1,1,1657_10a,855,Morisio,I-676,4.5,9.12,13.62,3,Wave,2.12,Yes
1657_10a,10a,2,2,1,1,1657_10a,855,Morisio,I-676,4.5,9.12,13.62,3,Wave,1.00,No
1657_10a,10a,2,2,1,1,1657_10a,855,Morisio,I-676,4.5,9.12,13.62,3,Wave,2.38,Yes
1657_10a,10a,2,2,1,1,1657_10a,855,Morisio,I-676,4.5,9.12,13.62,3,Wave,1.88,No
1657_10a,10a,2,2,1,1,1657_10a,855,Morisio,I-676,4.5,9.12,13.62,3,F,4.50,Yes
1657_10a,10a,2,2,1,1,1657_10a,855,Morisio,I-676,4.5,9.12,13.62,3,B ,4.62,Yes
1657_10a,10a,2,2,1,1,1657_10a,855,Morisio,I-676,4.5,9.12,13.62,3,F,4.07,No
1657_10a,10a,2,2,1,1,1657_10a,855,Morisio,I-676,4.5,9.12,13.62,3,B ,4.07,No
1657_10a,10a,2,2,1,1,1657_10a,855,Bruch,G-1181,4.12,8.87,12.99,4,Wave,2.62,Yes
1657_10a,10a,2,2,1,1,1657_10a,855,Bruch,G-1181,4.12,8.87,12.99,4,Wave,1.12,No
1657_10a,10a,2,2,1,1,1657_10a,855,Bruch,G-1181,4.12,8.87,12.99,4,Wave,1.50,Yes
1657_10a,10a,2,2,1,1,1657_10a,855,Bruch,G-1181,4.12,8.87,12.99,4,B ,4.75,Yes
1657_10a,10a,2,2,1,1,1657_10a,855,Bruch,G-1181,4.12,8.87,12.99,4,2xF,0.50,No
1657_10a,10a,2,2,1,1,1657_10a,855,Bruch,G-1181,4.12,8.87,12.99,4,2xF,0.50,No
1657_10a,10a,2,2,1,1,1657_10a,855,Bruch,G-1181,4.12,8.87,12.99,4,F,3.80,No
1657_10a,10a,2,2,1,1,1657_10a,855,Bruch,G-1181,4.12,8.87,12.99,4,B ,0.50,No
1657_10a,10a,2,2,1,1,1657_10a,855,Bruch,G-1181,4.12,8.87,12.99,4,B ,2.00,No
1657_10a,10a,2,2,1,1,1657_10a,855,Bruch,G-1181,4.12,8.87,12.99,4,B ,4.25,No
1657_10a,10a,2,2,1,1,1657_10a,855,Bruch,G-1181,4.12,8.87,12.99,4,F,4.12,Yes
1657_11a,11a,2,2,1,1,1657_11a,855,Gil Gherardi,E-959,10.12,16.6,26.72,1,Wave,4.38,No
1657_11a,11a,2,2,1,1,1657_11a,855,Gil Gherardi,E-959,10.12,16.6,26.72,1,Wave,4.62,Yes
1657_11a,11a,2,2,1,1,1657_11a,855,Gil Gherardi,E-959,10.12,16.6,26.72,1,Wave,5.50,Yes
1657_11a,11a,2,2,1,1,1657_11a,855,Gil Gherardi,E-959,10.12,16.6,26.72,1,F,5.20,No
1657_11a,11a,2,2,1,1,1657_11a,855,Gil Gherardi,E-959,10.12,16.6,26.72,1,F,4.12,No
1657_11a,11a,2,2,1,1,1657_11a,855,Gil Gherardi,E-959,10.12,16.6,26.72,1,2xF,7.62,No
1657_11a,11a,2,2,1,1,1657_11a,855,Gil Gherardi,E-959,10.12,16.6,26.72,1,B ,7.22,Yes
1657_11a,11a,2,2,1,1,1657_11a,855,Gil Gherardi,E-959,10.12,16.6,26.72,1,2xF,9.38,Yes
1657_11a,11a,2,2,1,1,1657_11a,855,Arutkin,F-7,7.5,11.54,19.04,2,Wave,3.88,Yes
1657_11a,11a,2,2,1,1,1657_11a,855,Arutkin,F-7,7.5,11.54,19.04,2,Wave,3.62,Yes
1657_11a,11a,2,2,1,1,1657_11a,855,Arutkin,F-7,7.5,11.54,19.04,2,Wave,3.00,No
1657_11a,11a,2,2,1,1,1657_11a,855,Arutkin,F-7,7.5,11.54,19.04,2,Wave,1.62,No
1657_11a,11a,2,2,1,1,1657_11a,855,Arutkin,F-7,7.5,11.54,19.04,2,B ,0.50,No
1657_11a,11a,2,2,1,1,1657_11a,855,Arutkin,F-7,7.5,11.54,19.04,2,F,3.78,No
1657_11a,11a,2,2,1,1,1657_11a,855,Arutkin,F-7,7.5,11.54,19.04,2,2xF,6.72,Yes
1657_11a,11a,2,2,1,1,1657_11a,855,Arutkin,F-7,7.5,11.54,19.04,2,B ,3.38,No
1657_11a,11a,2,2,1,1,1657_11a,855,Arutkin,F-7,7.5,11.54,19.04,2,B ,0.50,No
1657_11a,11a,2,2,1,1,1657_11a,855,Arutkin,F-7,7.5,11.54,19.04,2,B ,4.12,No
1657_11a,11a,2,2,1,1,1657_11a,855,Arutkin,F-7,7.5,11.54,19.04,2,F,4.82,Yes
1657_11a,11a,2,2,1,1,1657_11a,855,Albert,NC-21,10.12,8.63,18.75,3,Wave,4.38,No
1657_11a,11a,2,2,1,1,1657_11a,855,Albert,NC-21,10.12,8.63,18.75,3,Wave,4.25,No
1657_11a,11a,2,2,1,1,1657_11a,855,Albert,NC-21,10.12,8.63,18.75,3,Wave,5.50,Yes
1657_11a,11a,2,2,1,1,1657_11a,855,Albert,NC-21,10.12,8.63,18.75,3,Wave,4.62,Yes
1657_11a,11a,2,2,1,1,1657_11a,855,Albert,NC-21,10.12,8.63,18.75,3,B ,3.90,No
1657_11a,11a,2,2,1,1,1657_11a,855,Albert,NC-21,10.12,8.63,18.75,3,P,3.88,No
1657_11a,11a,2,2,1,1,1657_11a,855,Albert,NC-21,10.12,8.63,18.75,3,2xF,4.25,Yes
1657_11a,11a,2,2,1,1,1657_11a,855,Albert,NC-21,10.12,8.63,18.75,3,P,4.07,No
1657_11a,11a,2,2,1,1,1657_11a,855,Albert,NC-21,10.12,8.63,18.75,3,B ,4.38,Yes
1657_11a,11a,2,2,1,1,1657_11a,855,Albert,NC-21,10.12,8.63,18.75,3,2xF,0.50,No
1657_11a,11a,2,2,1,1,1657_11a,855,Neubauer,GRE-734,5.13,12.0,17.13,4,Wave,2.88,Yes
1657_11a,11a,2,2,1,1,1657_11a,855,Neubauer,GRE-734,5.13,12.0,17.13,4,Wave,2.12,No
1657_11a,11a,2,2,1,1,1657_11a,855,Neubauer,GRE-734,5.13,12.0,17.13,4,Wave,2.25,Yes
1657_11a,11a,2,2,1,1,1657_11a,855,Neubauer,GRE-734,5.13,12.0,17.13,4,2xF,0.50,No
1657_11a,11a,2,2,1,1,1657_11a,855,Neubauer,GRE-734,5.13,12.0,17.13,4,2xF,7.12,Yes
1657_11a,11a,2,2,1,1,1657_11a,855,Neubauer,GRE-734,5.13,12.0,17.13,4,P,4.88,Yes
1657_11a,11a,2,2,1,1,1657_11a,855,Neubauer,GRE-734,5.13,12.0,17.13,4,B ,0.50,No
1657_12a,12a,2,2,1,1,1657_12a,855,Dunkerbeck Morales,E-11,6.75,13.93,20.68,1,Wave,1.25,No
1657_12a,12a,2,2,1,1,1657_12a,855,Dunkerbeck Morales,E-11,6.75,13.93,20.68,1,Wave,2.25,No
1657_12a,12a,2,2,1,1,1657_12a,855,Dunkerbeck Morales,E-11,6.75,13.93,20.68,1,Wave,4.00,Yes
1657_12a,12a,2,2,1,1,1657_12a,855,Dunkerbeck Morales,E-11,6.75,13.93,20.68,1,Wave,1.12,No
1657_12a,12a,2,2,1,1,1657_12a,855,Dunkerbeck Morales,E-11,6.75,13.93,20.68,1,Wave,2.75,Yes
1657_12a,12a,2,2,1,1,1657_12a,855,Dunkerbeck Morales,E-11,6.75,13.93,20.68,1,Wave,2.25,No
1657_12a,12a,2,2,1,1,1657_12a,855,Dunkerbeck Morales,E-11,6.75,13.93,20.68,1,F,4.38,No
1657_12a,12a,2,2,1,1,1657_12a,855,Dunkerbeck Morales,E-11,6.75,13.93,20.68,1,2xF,6.80,No
1657_12a,12a,2,2,1,1,1657_12a,855,Dunkerbeck Morales,E-11,6.75,13.93,20.68,1,B ,5.00,No
1657_12a,12a,2,2,1,1,1657_12a,855,Dunkerbeck Morales,E-11,6.75,13.93,20.68,1,P,4.05,No
1657_12a,12a,2,2,1,1,1657_12a,855,Dunkerbeck Morales,E-11,6.75,13.93,20.68,1,B ,5.00,No
1657_12a,12a,2,2,1,1,1657_12a,855,Dunkerbeck Morales,E-11,6.75,13.93,20.68,1,B ,6.38,Yes
1657_12a,12a,2,2,1,1,1657_12a,855,Dunkerbeck Morales,E-11,6.75,13.93,20.68,1,2xF,7.55,Yes
1657_12a,12a,2,2,1,1,1657_12a,855,Ferraro,I-505,6.37,12.02,18.39,2,Wave,1.38,No
1657_12a,12a,2,2,1,1,1657_12a,855,Ferraro,I-505,6.37,12.02,18.39,2,Wave,1.88,No
1657_12a,12a,2,2,1,1,1657_12a,855,Ferraro,I-505,6.37,12.02,18.39,2,Wave,3.12,Yes
1657_12a,12a,2,2,1,1,1657_12a,855,Ferraro,I-505,6.37,12.02,18.39,2,Wave,3.25,Yes
1657_12a,12a,2,2,1,1,1657_12a,855,Ferraro,I-505,6.37,12.02,18.39,2,Wave,2.50,No
1657_12a,12a,2,2,1,1,1657_12a,855,Ferraro,I-505,6.37,12.02,18.39,2,2xF,6.40,Yes
1657_12a,12a,2,2,1,1,1657_12a,855,Ferraro,I-505,6.37,12.02,18.39,2,F,3.30,No
1657_12a,12a,2,2,1,1,1657_12a,855,Ferraro,I-505,6.37,12.02,18.39,2,B ,1.00,No
1657_12a,12a,2,2,1,1,1657_12a,855,Ferraro,I-505,6.37,12.02,18.39,2,F,4.55,No
1657_12a,12a,2,2,1,1,1657_12a,855,Ferraro,I-505,6.37,12.02,18.39,2,B ,5.62,Yes
1657_12a,12a,2,2,1,1,1657_12a,855,Kiefer Quintana,E-242,4.63,10.07,14.7,3,Wave,1.25,No
1657_12a,12a,2,2,1,1,1657_12a,855,Kiefer Quintana,E-242,4.63,10.07,14.7,3,Wave,2.25,Yes
1657_12a,12a,2,2,1,1,1657_12a,855,Kiefer Quintana,E-242,4.63,10.07,14.7,3,Wave,2.00,No
1657_12a,12a,2,2,1,1,1657_12a,855,Kiefer Quintana,E-242,4.63,10.07,14.7,3,Wave,2.38,Yes
1657_12a,12a,2,2,1,1,1657_12a,855,Kiefer Quintana,E-242,4.63,10.07,14.7,3,F,4.45,Yes
1657_12a,12a,2,2,1,1,1657_12a,855,Kiefer Quintana,E-242,4.63,10.07,14.7,3,2xF,0.50,No
1657_12a,12a,2,2,1,1,1657_12a,855,Kiefer Quintana,E-242,4.63,10.07,14.7,3,B ,5.62,Yes
1657_12a,12a,2,2,1,1,1657_12a,855,Noireaux,HI-101,5.37,9.25,14.62,4,Wave,2.75,Yes
1657_12a,12a,2,2,1,1,1657_12a,855,Noireaux,HI-101,5.37,9.25,14.62,4,Wave,2.25,No
1657_12a,12a,2,2,1,1,1657_12a,855,Noireaux,HI-101,5.37,9.25,14.62,4,Wave,2.62,Yes
1657_12a,12a,2,2,1,1,1657_12a,855,Noireaux,HI-101,5.37,9.25,14.62,4,F,3.25,No
1657_12a,12a,2,2,1,1,1657_12a,855,Noireaux,HI-101,5.37,9.25,14.62,4,B ,4.07,No
1657_12a,12a,2,2,1,1,1657_12a,855,Noireaux,HI-101,5.37,9.25,14.62,4,2xF,0.50,No
1657_12a,12a,2,2,1,1,1657_12a,855,Noireaux,HI-101,5.37,9.25,14.62,4,P,0.50,No
1657_12a,12a,2,2,1,1,1657_12a,855,Noireaux,HI-101,5.37,9.25,14.62,4,2xF,5.07,Yes
1657_12a,12a,2,2,1,1,1657_12a,855,Noireaux,HI-101,5.37,9.25,14.62,4,B ,0.50,No
1657_12a,12a,2,2,1,1,1657_12a,855,Noireaux,HI-101,5.37,9.25,14.62,4,F,4.18,Yes
1657_13a,13a,2,2,1,1,1657_13a,855,Traversa,F-3,11.5,12.07,23.57,1,Wave,4.88,No
1657_13a,13a,2,2,1,1,1657_13a,855,Traversa,F-3,11.5,12.07,23.57,1,Wave,0.62,No
1657_13a,13a,2,2,1,1,1657_13a,855,Traversa,F-3,11.5,12.07,23.57,1,Wave,4.12,No
1657_13a,13a,2,2,1,1,1657_13a,855,Traversa,F-3,11.5,12.07,23.57,1,Wave,6.00,Yes
1657_13a,13a,2,2,1,1,1657_13a,855,Traversa,F-3,11.5,12.07,23.57,1,Wave,5.50,Yes
1657_13a,13a,2,2,1,1,1657_13a,855,Traversa,F-3,11.5,12.07,23.57,1,Wave,5.00,No
1657_13a,13a,2,2,1,1,1657_13a,855,Traversa,F-3,11.5,12.07,23.57,1,2xF,6.07,Yes
1657_13a,13a,2,2,1,1,1657_13a,855,Traversa,F-3,11.5,12.07,23.57,1,B ,4.28,No
1657_13a,13a,2,2,1,1,1657_13a,855,Traversa,F-3,11.5,12.07,23.57,1,F,4.00,No
1657_13a,13a,2,2,1,1,1657_13a,855,Traversa,F-3,11.5,12.07,23.57,1,F,4.88,No
1657_13a,13a,2,2,1,1,1657_13a,855,Traversa,F-3,11.5,12.07,23.57,1,B ,6.00,Yes
1657_13a,13a,2,2,1,1,1657_13a,855,Fernandez,E-42,11.37,10.56,21.93,2,Wave,5.62,Yes
1657_13a,13a,2,2,1,1,1657_13a,855,Fernandez,E-42,11.37,10.56,21.93,2,Wave,5.75,Yes
1657_13a,13a,2,2,1,1,1657_13a,855,Fernandez,E-42,11.37,10.56,21.93,2,Wave,1.75,No
1657_13a,13a,2,2,1,1,1657_13a,855,Fernandez,E-42,11.37,10.56,21.93,2,Wave,5.50,No
1657_13a,13a,2,2,1,1,1657_13a,855,Fernandez,E-42,11.37,10.56,21.93,2,F,3.95,No
1657_13a,13a,2,2,1,1,1657_13a,855,Fernandez,E-42,11.37,10.56,21.93,2,B ,5.00,No
1657_13a,13a,2,2,1,1,1657_13a,855,Fernandez,E-42,11.37,10.56,21.93,2,F,4.38,Yes
1657_13a,13a,2,2,1,1,1657_13a,855,Fernandez,E-42,11.37,10.56,21.93,2,B ,0.50,No
1657_13a,13a,2,2,1,1,1657_13a,855,Fernandez,E-42,11.37,10.56,21.93,2,B ,6.18,Yes
1657_13a,13a,2,2,1,1,1657_13a,855,Pons,E-203,7.25,10.78,18.03,3,Wave,3.25,Yes
1657_13a,13a,2,2,1,1,1657_13a,855,Pons,E-203,7.25,10.78,18.03,3,Wave,2.25,No
1657_13a,13a,2,2,1,1,1657_13a,855,Pons,E-203,7.25,10.78,18.03,3,Wave,4.00,Yes
1657_13a,13a,2,2,1,1,1657_13a,855,Pons,E-203,7.25,10.78,18.03,3,Wave,3.00,No
1657_13a,13a,2,2,1,1,1657_13a,855,Pons,E-203,7.25,10.78,18.03,3,Wave,1.12,No
1657_13a,13a,2,2,1,1,1657_13a,855,Pons,E-203,7.25,10.78,18.03,3,B ,4.00,No
1657_13a,13a,2,2,1,1,1657_13a,855,Pons,E-203,7.25,10.78,18.03,3,2xF,5.50,Yes
1657_13a,13a,2,2,1,1,1657_13a,855,Pons,E-203,7.25,10.78,18.03,3,B ,5.28,Yes
1657_13a,13a,2,2,1,1,1657_13a,855,Pons,E-203,7.25,10.78,18.03,3,F,4.12,No
1657_13a,13a,2,2,1,1,1657_13a,855,Pons,E-203,7.25,10.78,18.03,3,PF,0.50,No
1657_13a,13a,2,2,1,1,1657_13a,855,Pons,E-203,7.25,10.78,18.03,3,2xF,4.38,No
1657_13a,13a,2,2,1,1,1657_13a,855,Shamgar,ISR-13,1.12,10.83,11.95,4,Wave,0.50,Yes
1657_13a,13a,2,2,1,1,1657_13a,855,Shamgar,ISR-13,1.12,10.83,11.95,4,Wave,0.62,Yes
1657_13a,13a,2,2,1,1,1657_13a,855,Shamgar,ISR-13,1.12,10.83,11.95,4,F,3.47,No
1657_13a,13a,2,2,1,1,1657_13a,855,Shamgar,ISR-13,1.12,10.83,11.95,4,2xF,6.45,Yes
1657_13a,13a,2,2,1,1,1657_13a,855,Shamgar,ISR-13,1.12,10.83,11.95,4,F,4.38,Yes
1657_13a,13a,2,2,1,1,1657_13a,855,Shamgar,ISR-13,1.12,10.83,11.95,4,2xF,0.50,No
1657_14a,14a,2,2,1,1,1657_14a,855,Martin,F-193,8.62,11.62,20.24,1,Wave,5.00,Yes
1657_14a,14a,2,2,1,1,1657_14a,855,Martin,F-193,8.62,11.62,20.24,1,Wave,3.62,Yes
1657_14a,14a,2,2,1,1,1657_14a,855,Martin,F-193,8.62,11.62,20.24,1,Wave,2.38,No
1657_14a,14a,2,2,1,1,1657_14a,855,Martin,F-193,8.62,11.62,20.24,1,Wave,3.12,No
1657_14a,14a,2,2,1,1,1657_14a,855,Martin,F-193,8.62,11.62,20.24,1,P,3.75,No
1657_14a,14a,2,2,1,1,1657_14a,855,Martin,F-193,8.62,11.62,20.24,1,2xF,4.50,No
1657_14a,14a,2,2,1,1,1657_14a,855,Martin,F-193,8.62,11.62,20.24,1,F,6.00,Yes
1657_14a,14a,2,2,1,1,1657_14a,855,Martin,F-193,8.62,11.62,20.24,1,B ,4.45,No
1657_14a,14a,2,2,1,1,1657_14a,855,Martin,F-193,8.62,11.62,20.24,1,B ,5.62,Yes
1657_14a,14a,2,2,1,1,1657_14a,855,Jamaer,G-208,8.5,11.12,19.62,2,Wave,3.25,Yes
1657_14a,14a,2,2,1,1,1657_14a,855,Jamaer,G-208,8.5,11.12,19.62,2,Wave,3.25,No
1657_14a,14a,2,2,1,1,1657_14a,855,Jamaer,G-208,8.5,11.12,19.62,2,Wave,3.25,No
1657_14a,14a,2,2,1,1,1657_14a,855,Jamaer,G-208,8.5,11.12,19.62,2,Wave,1.12,No
1657_14a,14a,2,2,1,1,1657_14a,855,Jamaer,G-208,8.5,11.12,19.62,2,Wave,5.25,Yes
1657_14a,14a,2,2,1,1,1657_14a,855,Jamaer,G-208,8.5,11.12,19.62,2,B ,4.95,No
1657_14a,14a,2,2,1,1,1657_14a,855,Jamaer,G-208,8.5,11.12,19.62,2,P,0.50,No
1657_14a,14a,2,2,1,1,1657_14a,855,Jamaer,G-208,8.5,11.12,19.62,2,F,4.85,No
1657_14a,14a,2,2,1,1,1657_14a,855,Jamaer,G-208,8.5,11.12,19.62,2,B ,5.50,Yes
1657_14a,14a,2,2,1,1,1657_14a,855,Jamaer,G-208,8.5,11.12,19.62,2,P,5.62,Yes
1657_14a,14a,2,2,1,1,1657_14a,855,Richter,G-6,5.5,11.17,16.67,3,Wave,1.00,No
1657_14a,14a,2,2,1,1,1657_14a,855,Richter,G-6,5.5,11.17,16.67,3,Wave,0.88,No
1657_14a,14a,2,2,1,1,1657_14a,855,Richter,G-6,5.5,11.17,16.67,3,Wave,2.38,Yes
1657_14a,14a,2,2,1,1,1657_14a,855,Richter,G-6,5.5,11.17,16.67,3,Wave,3.12,Yes
1657_14a,14a,2,2,1,1,1657_14a,855,Richter,G-6,5.5,11.17,16.67,3,F,4.95,Yes
1657_14a,14a,2,2,1,1,1657_14a,855,Richter,G-6,5.5,11.17,16.67,3,B ,6.22,Yes
1657_14a,14a,2,2,1,1,1657_14a,855,Friedl Morales,E-255,4.5,9.68,14.18,4,Wave,1.62,No
1657_14a,14a,2,2,1,1,1657_14a,855,Friedl Morales,E-255,4.5,9.68,14.18,4,Wave,1.62,No
1657_14a,14a,2,2,1,1,1657_14a,855,Friedl Morales,E-255,4.5,9.68,14.18,4,Wave,1.00,No
1657_14a,14a,2,2,1,1,1657_14a,855,Friedl Morales,E-255,4.5,9.68,14.18,4,Wave,1.12,No
1657_14a,14a,2,2,1,1,1657_14a,855,Friedl Morales,E-255,4.5,9.68,14.18,4,Wave,2.00,Yes
