Heat ID,Heat No,Wave Count,Jumps Count,Wave Factor,Jump Factor,Heatsheet ID,Category,Sailor Name,Sail Number,Total Wave,Total Jump,Total Points,Position,Type,Score,Counting
1657_1a,1a,2,2,1,1,1657_1a,855,Ferraro,I-505,6.0,9.75,15.75,2,Wave,2.62,Yes
1657_1a,1a,2,2,1,1,1657_1a,855,Ferraro,I-505,6.0,9.75,15.75,2,Wave,3.38,Yes
1657_1a,1a,2,2,1,1,1657_1a,855,Ferraro,I-505,6.0,9.75,15.75,2,Wave,2.62,No
1657_1a,1a,2,2,1,1,1657_1a,855,Ferraro,I-505,6.0,9.75,15.75,2,Wave,1.62,No
1657_1a,1a,2,2,1,1,1657_1a,855,Ferraro,I-505,6.0,9.75,15.75,2,F,4.75,Yes
1657_1a,1a,2,2,1,1,1657_1a,855,Ferraro,I-505,6.0,9.75,15.75,2,B ,0.88,No
1657_1a,1a,2,2,1,1,1657_1a,855,Ferraro,I-505,6.0,9.75,15.75,2,T,0.62,No
1657_1a,1a,2,2,1,1,1657_1a,855,Ferraro,I-505,6.0,9.75,15.75,2,B ,0.62,No
1657_1a,1a,2,2,1,1,1657_1a,855,Ferraro,I-505,6.0,9.75,15.75,2,B ,0.50,No
1657_1a,1a,2,2,1,1,1657_1a,855,Ferraro,I-505,6.0,9.75,15.75,2,B ,3.62,No
1657_1a,1a,2,2,1,1,1657_1a,855,Ferraro,I-505,6.0,9.75,15.75,2,2xF,3.12,No
1657_1a,1a,2,2,1,1,1657_1a,855,Ferraro,I-505,6.0,9.75,15.75,2,B ,3.38,No
1657_1a,1a,2,2,1,1,1657_1a,855,Ferraro,I-505,6.0,9.75,15.75,2,2xF,5.00,Yes
1657_1a,1a,2,2,1,1,1657_1a,855,Ferraro,I-505,6.0,9.75,15.75,2,F,3.00,No
1657_1a,1a,2,2,1,1,1657_1a,855,Ferraro,I-505,6.0,9.75,15.75,2,B ,0.50,No
1657_1a,1a,2,2,1,1,1657_1a,855,Noguchi,J-39,4.13,7.74,11.87,3,Wave,1.62,No
1657_1a,1a,2,2,1,1,1657_1a,855,Noguchi,J-39,4.13,7.74,11.87,3,Wave,2.38,Yes
1657_1a,1a,2,2,1,1,1657_1a,855,Noguchi,J-39,4.13,7.74,11.87,3,Wave,1.75,Yes
1657_1a,1a,2,2,1,1,1657_1a,855,Noguchi,J-39,4.13,7.74,11.87,3,B ,1.00,No
1657_1a,1a,2,2,1,1,1657_1a,855,Noguchi,J-39,4.13,7.74,11.87,3,B ,4.12,Yes
1657_1a,1a,2,2,1,1,1657_1a,855,Noguchi,J-39,4.13,7.74,11.87,3,P,1.75,No
1657_1a,1a,2,2,1,1,1657_1a,855,Noguchi,J-39,4.13,7.74,11.87,3,2xF,0.62,No
1657_1a,1a,2,2,1,1,1657_1a,855,Noguchi,J-39,4.13,7.74,11.87,3,2xF,0.50,No
1657_1a,1a,2,2,1,1,1657_1a,855,Noguchi,J-39,4.13,7.74,11.87,3,F,2.88,No
1657_1a,1a,2,2,1,1,1657_1a,855,Noguchi,J-39,4.13,7.74,11.87,3,P,3.62,Yes
1657_1a,1a,2,2,1,1,1657_1a,855,Spangenberg,G-141,4.12,6.25,10.37,4,Wave,2.50,Yes
1657_1a,1a,2,2,1,1,1657_1a,855,Spangenberg,G-141,4.12,6.25,10.37,4,Wave,0.75,No
1657_1a,1a,2,2,1,1,1657_1a,855,Spangenberg,G-141,4.12,6.25,10.37,4,Wave,1.62,Yes
1657_1a,1a,2,2,1,1,1657_1a,855,Spangenberg,G-141,4.12,6.25,10.37,4,B ,4.00,No
1657_1a,1a,2,2,1,1,1657_1a,855,Spangenberg,G-141,4.12,6.25,10.37,4,F,2.00,Yes
1657_1a,1a,2,2,1,1,1657_1a,855,Spangenberg,G-141,4.12,6.25,10.37,4,B ,4.25,Yes
1657_2a,2a,2,2,1,1,1657_2a,855,Ruenes,F-85,8.25,9.24,17.49,1,Wave,3.00,Yes
1657_2a,2a,2,2,1,1,1657_2a,855,Ruenes,F-85,8.25,9.24,17.49,1,Wave,5.25,Yes
1657_2a,2a,2,2,1,1,1657_2a,855,Ruenes,F-85,8.25,9.24,17.49,1,Wave,2.50,No
1657_2a,2a,2,2,1,1,1657_2a,855,Ruenes,F-85,8.25,9.24,17.49,1,Wave,2.38,No
1657_2a,2a,2,2,1,1,1657_2a,855,Ruenes,F-85,8.25,9.24,17.49,1,Wave,2.38,No
1657_2a,2a,2,2,1,1,1657_2a,855,Ruenes,F-85,8.25,9.24,17.49,1,Wave,2.88,No
1657_2a,2a,2,2,1,1,1657_2a,855,Ruenes,F-85,8.25,9.24,17.49,1,P,4.12,Yes
1657_2a,2a,2,2,1,1,1657_2a,855,Ruenes,F-85,8.25,9.24,17.49,1,B ,5.12,Yes
1657_2a,2a,2,2,1,1,1657_2a,855,Ruenes,F-85,8.25,9.24,17.49,1,2xF,0.50,No
1657_2a,2a,2,2,1,1,1657_2a,855,Ruenes,F-85,8.25,9.24,17.49,1,P,4.12,No
1657_2a,2a,2,2,1,1,1657_2a,855,Neubauer,GRE-734,5.83,11.12,16.95,2,Wave,2.00,No
1657_2a,2a,2,2,1,1,1657_2a,855,Neubauer,GRE-734,5.83,11.12,16.95,2,Wave,1.50,No
1657_2a,2a,2,2,1,1,1657_2a,855,Neubauer,GRE-734,5.83,11.12,16.95,2,Wave,3.45,Yes
1657_2a,2a,2,2,1,1,1657_2a,855,Neubauer,GRE-734,5.83,11.12,16.95,2,Wave,1.62,No
1657_2a,2a,2,2,1,1,1657_2a,855,Neubauer,GRE-734,5.83,11.12,16.95,2,Wave,2.38,Yes
1657_2a,2a,2,2,1,1,1657_2a,855,Neubauer,GRE-734,5.83,11.12,16.95,2,B ,4.00,No
1657_2a,2a,2,2,1,1,1657_2a,855,Neubauer,GRE-734,5.83,11.12,16.95,2,P,4.50,Yes
1657_2a,2a,2,2,1,1,1657_2a,855,Neubauer,GRE-734,5.83,11.12,16.95,2,2xF,6.62,Yes
1657_2a,2a,2,2,1,1,1657_2a,855,Schmuth,G-878,4.88,10.37,15.25,3,Wave,1.75,No
1657_2a,2a,2,2,1,1,1657_2a,855,Schmuth,G-878,4.88,10.37,15.25,3,Wave,2.38,Yes
1657_2a,2a,2,2,1,1,1657_2a,855,Schmuth,G-878,4.88,10.37,15.25,3,Wave,1.62,No
1657_2a,2a,2,2,1,1,1657_2a,855,Schmuth,G-878,4.88,10.37,15.25,3,Wave,2.50,Yes
1657_2a,2a,2,2,1,1,1657_2a,855,Schmuth,G-878,4.88,10.37,15.25,3,F,4.62,Yes
1657_2a,2a,2,2,1,1,1657_2a,855,Schmuth,G-878,4.88,10.37,15.25,3,B ,3.75,No
1657_2a,2a,2,2,1,1,1657_2a,855,Schmuth,G-878,4.88,10.37,15.25,3,B ,0.62,No
1657_2a,2a,2,2,1,1,1657_2a,855,Schmuth,G-878,4.88,10.37,15.25,3,B ,5.75,Yes
1657_2a,2a,2,2,1,1,1657_2a,855,Schmuth,G-878,4.88,10.37,15.25,3,2xF,0.50,No
1657_2a,2a,2,2,1,1,1657_2a,855,Meldrum,K-579,7.0,8.24,15.24,4,Wave,2.88,Yes
1657_2a,2a,2,2,1,1,1657_2a,855,Meldrum,K-579,7.0,8.24,15.24,4,Wave,1.50,No
1657_2a,2a,2,2,1,1,1657_2a,855,Meldrum,K-579,7.0,8.24,15.24,4,Wave,1.50,No
1657_2a,2a,2,2,1,1,1657_2a,855,Meldrum,K-579,7.0,8.24,15.24,4,Wave,4.12,Yes
1657_2a,2a,2,2,1,1,1657_2a,855,Meldrum,K-579,7.0,8.24,15.24,4,B ,0.50,No
1657_2a,2a,2,2,1,1,1657_2a,855,Meldrum,K-579,7.0,8.24,15.24,4,F,4.12,No
1657_2a,2a,2,2,1,1,1657_2a,855,Meldrum,K-579,7.0,8.24,15.24,4,B ,3.12,Yes
1657_2a,2a,2,2,1,1,1657_2a,855,Meldrum,K-579,7.0,8.24,15.24,4,B ,3.12,No
1657_2a,2a,2,2,1,1,1657_2a,855,Meldrum,K-579,7.0,8.24,15.24,4,F,5.12,Yes
1657_3a,3a,2,2,1,1,1657_3a,855,Arutkin,F-7,7.63,11.76,19.39,1,Wave,3.38,Yes
1657_3a,3a,2,2,1,1,1657_3a,855,Arutkin,F-7,7.63,11.76,19.39,1,Wave,2.25,No
1657_3a,3a,2,2,1,1,1657_3a,855,Arutkin,F-7,7.63,11.76,19.39,1,Wave,2.75,No
1657_3a,3a,2,2,1,1,1657_3a,855,Arutkin,F-7,7.63,11.76,19.39,1,Wave,4.25,Yes
1657_3a,3a,2,2,1,1,1657_3a,855,Arutkin,F-7,7.63,11.76,19.39,1,F,5.88,Yes
1657_3a,3a,2,2,1,1,1657_3a,855,Arutkin,F-7,7.63,11.76,19.39,1,2xF,0.50,No
1657_3a,3a,2,2,1,1,1657_3a,855,Arutkin,F-7,7.63,11.76,19.39,1,B ,4.50,No
1657_3a,3a,2,2,1,1,1657_3a,855,Arutkin,F-7,7.63,11.76,19.39,1,B ,5.88,Yes
1657_3a,3a,2,2,1,1,1657_3a,855,Arutkin,F-7,7.63,11.76,19.39,1,2xF,3.12,No
1657_3a,3a,2,2,1,1,1657_3a,855,Bruch,G-1181,8.74,8.88,17.62,2,Wave,2.62,No
1657_3a,3a,2,2,1,1,1657_3a,855,Bruch,G-1181,8.74,8.88,17.62,2,Wave,3.62,Yes
1657_3a,3a,2,2,1,1,1657_3a,855,Bruch,G-1181,8.74,8.88,17.62,2,Wave,5.12,Yes
1657_3a,3a,2,2,1,1,1657_3a,855,Bruch,G-1181,8.74,8.88,17.62,2,Wave,2.00,No
1657_3a,3a,2,2,1,1,1657_3a,855,Bruch,G-1181,8.74,8.88,17.62,2,Wave,1.12,No
1657_3a,3a,2,2,1,1,1657_3a,855,Bruch,G-1181,8.74,8.88,17.62,2,2xF,1.62,No
1657_3a,3a,2,2,1,1,1657_3a,855,Bruch,G-1181,8.74,8.88,17.62,2,F,3.50,No
1657_3a,3a,2,2,1,1,1657_3a,855,Bruch,G-1181,8.74,8.88,17.62,2,F,3.88,Yes
1657_3a,3a,2,2,1,1,1657_3a,855,Bruch,G-1181,8.74,8.88,17.62,2,P,5.00,Yes
1657_3a,3a,2,2,1,1,1657_3a,855,Bruch,G-1181,8.74,8.88,17.62,2,F,0.62,No
1657_3a,3a,2,2,1,1,1657_3a,855,Kolberg,G-45,5.37,10.0,15.37,3,Wave,1.00,No
1657_3a,3a,2,2,1,1,1657_3a,855,Kolberg,G-45,5.37,10.0,15.37,3,Wave,2.12,No
1657_3a,3a,2,2,1,1,1657_3a,855,Kolberg,G-45,5.37,10.0,15.37,3,Wave,3.25,Yes
1657_3a,3a,2,2,1,1,1657_3a,855,Kolberg,G-45,5.37,10.0,15.37,3,Wave,1.62,No
1657_3a,3a,2,2,1,1,1657_3a,855,Kolberg,G-45,5.37,10.0,15.37,3,Wave,2.12,Yes
1657_3a,3a,2,2,1,1,1657_3a,855,Kolberg,G-45,5.37,10.0,15.37,3,F,4.62,Yes
1657_3a,3a,2,2,1,1,1657_3a,855,Kolberg,G-45,5.37,10.0,15.37,3,B ,0.50,No
1657_3a,3a,2,2,1,1,1657_3a,855,Kolberg,G-45,5.37,10.0,15.37,3,B ,4.12,No
1657_3a,3a,2,2,1,1,1657_3a,855,Kolberg,G-45,5.37,10.0,15.37,3,B ,5.38,Yes
1657_3a,3a,2,2,1,1,1657_3a,855,Kolberg,G-45,5.37,10.0,15.37,3,2xF,0.75,No
1657_3a,3a,2,2,1,1,1657_3a,855,van Dam Sanchidrian,E-51,4.76,9.62,14.38,4,Wave,2.12,No
1657_3a,3a,2,2,1,1,1657_3a,855,van Dam Sanchidrian,E-51,4.76,9.62,14.38,4,Wave,2.38,Yes
1657_3a,3a,2,2,1,1,1657_3a,855,van Dam Sanchidrian,E-51,4.76,9.62,14.38,4,Wave,1.25,No
1657_3a,3a,2,2,1,1,1657_3a,855,van Dam Sanchidrian,E-51,4.76,9.62,14.38,4,Wave,2.00,No
1657_3a,3a,2,2,1,1,1657_3a,855,van Dam Sanchidrian,E-51,4.76,9.62,14.38,4,Wave,2.38,Yes
1657_3a,3a,2,2,1,1,1657_3a,855,van Dam Sanchidrian,E-51,4.76,9.62,14.38,4,F,5.62,Yes
1657_3a,3a,2,2,1,1,1657_3a,855,van Dam Sanchidrian,E-51,4.76,9.62,14.38,4,2xF,0.62,No
1657_3a,3a,2,2,1,1,1657_3a,855,van Dam Sanchidrian,E-51,4.76,9.62,14.38,4,2xF,2.25,No
1657_3a,3a,2,2,1,1,1657_3a,855,van Dam Sanchidrian,E-51,4.76,9.62,14.38,4,B ,0.62,No
1657_3a,3a,2,2,1,1,1657_3a,855,van Dam Sanchidrian,E-51,4.76,9.62,14.38,4,B ,0.50,No
1657_3a,3a,2,2,1,1,1657_3a,855,van Dam Sanchidrian,E-51,4.76,9.62,14.38,4,B ,0.50,No
1657_3a,3a,2,2,1,1,1657_3a,855,van Dam Sanchidrian,E-51,4.76,9.62,14.38,4,B ,0.50,No
1657_3a,3a,2,2,1,1,1657_3a,855,van Dam Sanchidrian,E-51,4.76,9.62,14.38,4,B ,4.00,Yes
1657_4a,4a,2,2,1,1,1657_4a,855,Kiefer Quintana,E-242,10.25,14.12,24.37,1,Wave,6.00,Yes
1657_4a,4a,2,2,1,1,1657_4a,855,Kiefer Quintana,E-242,10.25,14.12,24.37,1,Wave,4.25,Yes
1657_4a,4a,2,2,1,1,1657_4a,855,Kiefer Quintana,E-242,10.25,14.12,24.37,1,2xF,7.50,Yes
1657_4a,4a,2,2,1,1,1657_4a,855,Kiefer Quintana,E-242,10.25,14.12,24.37,1,B ,4.75,No
1657_4a,4a,2,2,1,1,1657_4a,855,Kiefer Quintana,E-242,10.25,14.12,24.37,1,F,5.75,No
1657_4a,4a,2,2,1,1,1657_4a,855,Kiefer Quintana,E-242,10.25,14.12,24.37,1,B ,6.50,No
1657_4a,4a,2,2,1,1,1657_4a,855,Kiefer Quintana,E-242,10.25,14.12,24.37,1,B ,6.62,Yes
1657_4a,4a,2,2,1,1,1657_4a,855,Mauch,G-103,12.63,8.88,21.51,2,Wave,8.25,Yes
1657_4a,4a,2,2,1,1,1657_4a,855,Mauch,G-103,12.63,8.88,21.51,2,Wave,4.38,Yes
1657_4a,4a,2,2,1,1,1657_4a,855,Mauch,G-103,12.63,8.88,21.51,2,Wave,3.75,No
1657_4a,4a,2,2,1,1,1657_4a,855,Mauch,G-103,12.63,8.88,21.51,2,F,3.88,No
1657_4a,4a,2,2,1,1,1657_4a,855,Mauch,G-103,12.63,8.88,21.51,2,B ,4.00,Yes
1657_4a,4a,2,2,1,1,1657_4a,855,Mauch,G-103,12.63,8.88,21.51,2,F,4.88,Yes
1657_4a,4a,2,2,1,1,1657_4a,855,Romero,E-45,6.0,10.13,16.13,3,Wave,2.88,Yes
1657_4a,4a,2,2,1,1,1657_4a,855,Romero,E-45,6.0,10.13,16.13,3,Wave,1.88,No
1657_4a,4a,2,2,1,1,1657_4a,855,Romero,E-45,6.0,10.13,16.13,3,Wave,3.12,Yes
1657_4a,4a,2,2,1,1,1657_4a,855,Romero,E-45,6.0,10.13,16.13,3,F,4.75,No
1657_4a,4a,2,2,1,1,1657_4a,855,Romero,E-45,6.0,10.13,16.13,3,B ,5.25,Yes
1657_4a,4a,2,2,1,1,1657_4a,855,Romero,E-45,6.0,10.13,16.13,3,F,4.88,Yes
1657_4a,4a,2,2,1,1,1657_4a,855,Ishii,J-27,5.38,9.63,15.01,4,Wave,1.88,Yes
1657_4a,4a,2,2,1,1,1657_4a,855,Ishii,J-27,5.38,9.63,15.01,4,Wave,1.88,No
1657_4a,4a,2,2,1,1,1657_4a,855,Ishii,J-27,5.38,9.63,15.01,4,Wave,3.50,Yes
1657_4a,4a,2,2,1,1,1657_4a,855,Ishii,J-27,5.38,9.63,15.01,4,2xF,0.50,No
1657_4a,4a,2,2,1,1,1657_4a,855,Ishii,J-27,5.38,9.63,15.01,4,F,3.75,No
1657_4a,4a,2,2,1,1,1657_4a,855,Ishii,J-27,5.38,9.63,15.01,4,B ,5.38,Yes
1657_4a,4a,2,2,1,1,1657_4a,855,Ishii,J-27,5.38,9.63,15.01,4,2xF,4.25,Yes
1657_4a,4a,2,2,1,1,1657_4a,855,Ishii,J-27,5.38,9.63,15.01,4,2xF,0.62,No
1657_4a,4a,2,2,1,1,1657_4a,855,Ishii,J-27,5.38,9.63,15.01,4,P,3.88,No
1657_5a,5a,2,2,1,1,1657_5a,855,Pons,E-203,5.88,12.88,18.76,1,Wave,2.50,No
1657_5a,5a,2,2,1,1,1657_5a,855,Pons,E-203,5.88,12.88,18.76,1,Wave,2.12,No
1657_5a,5a,2,2,1,1,1657_5a,855,Pons,E-203,5.88,12.88,18.76,1,Wave,3.00,Yes
1657_5a,5a,2,2,1,1,1657_5a,855,Pons,E-203,5.88,12.88,18.76,1,Wave,2.75,No
1657_5a,5a,2,2,1,1,1657_5a,855,Pons,E-203,5.88,12.88,18.76,1,Wave,1.75,No
1657_5a,5a,2,2,1,1,1657_5a,855,Pons,E-203,5.88,12.88,18.76,1,Wave,2.88,Yes
1657_5a,5a,2,2,1,1,1657_5a,855,Pons,E-203,5.88,12.88,18.76,1,Wave,2.38,No
1657_5a,5a,2,2,1,1,1657_5a,855,Pons,E-203,5.88,12.88,18.76,1,F,5.50,Yes
1657_5a,5a,2,2,1,1,1657_5a,855,Pons,E-203,5.88,12.88,18.76,1,2xF,7.38,Yes
1657_5a,5a,2,2,1,1,1657_5a,855,Pons,E-203,5.88,12.88,18.76,1,B ,4.88,No
1657_5a,5a,2,2,1,1,1657_5a,855,Chapuis,E-99,6.62,11.0,17.62,2,Wave,2.38,No
1657_5a,5a,2,2,1,1,1657_5a,855,Chapuis,E-99,6.62,11.0,17.62,2,Wave,4.00,Yes
1657_5a,5a,2,2,1,1,1657_5a,855,Chapuis,E-99,6.62,11.0,17.62,2,Wave,2.12,No
1657_5a,5a,2,2,1,1,1657_5a,855,Chapuis,E-99,6.62,11.0,17.62,2,Wave,2.62,Yes
1657_5a,5a,2,2,1,1,1657_5a,855,Chapuis,E-99,6.62,11.0,17.62,2,2xF,4.12,No
1657_5a,5a,2,2,1,1,1657_5a,855,Chapuis,E-99,6.62,11.0,17.62,2,B ,0.50,No
1657_5a,5a,2,2,1,1,1657_5a,855,Chapuis,E-99,6.62,11.0,17.62,2,B ,4.88,No
1657_5a,5a,2,2,1,1,1657_5a,855,Chapuis,E-99,6.62,11.0,17.62,2,P,5.88,Yes
1657_5a,5a,2,2,1,1,1657_5a,855,Chapuis,E-99,6.62,11.0,17.62,2,B ,0.62,No
1657_5a,5a,2,2,1,1,1657_5a,855,Chapuis,E-99,6.62,11.0,17.62,2,F,5.12,Yes
1657_5a,5a,2,2,1,1,1657_5a,855,Alonso,E-0,6.76,9.26,16.02,3,Wave,2.88,Yes
1657_5a,5a,2,2,1,1,1657_5a,855,Alonso,E-0,6.76,9.26,16.02,3,Wave,1.50,No
1657_5a,5a,2,2,1,1,1657_5a,855,Alonso,E-0,6.76,9.26,16.02,3,Wave,1.50,No
1657_5a,5a,2,2,1,1,1657_5a,855,Alonso,E-0,6.76,9.26,16.02,3,Wave,3.88,Yes
1657_5a,5a,2,2,1,1,1657_5a,855,Alonso,E-0,6.76,9.26,16.02,3,P,3.88,Yes
1657_5a,5a,2,2,1,1,1657_5a,855,Alonso,E-0,6.76,9.26,16.02,3,B ,5.38,Yes
1657_5a,5a,2,2,1,1,1657_5a,855,Alonso,E-0,6.76,9.26,16.02,3,F,3.88,No
1657_5a,5a,2,2,1,1,1657_5a,855,Alonso,E-0,6.76,9.26,16.02,3,F,3.88,No
1657_5a,5a,2,2,1,1,1657_5a,855,De Cruz,F-3003,1.38,4.62,6.0,4,Wave,1.38,Yes
1657_5a,5a,2,2,1,1,1657_5a,855,De Cruz,F-3003,1.38,4.62,6.0,4,2xF,0.50,Yes
1657_5a,5a,2,2,1,1,1657_5a,855,De Cruz,F-3003,1.38,4.62,6.0,4,F,4.12,Yes
1657_6a,6a,2,2,1,1,1657_6a,855,Friedl Morales,E-255,8.24,10.88,19.12,1,Wave,3.62,Yes
1657_6a,6a,2,2,1,1,1657_6a,855,Friedl Morales,E-255,8.24,10.88,19.12,1,Wave,2.25,No
1657_6a,6a,2,2,1,1,1657_6a,855,Friedl Morales,E-255,8.24,10.88,19.12,1,Wave,1.75,No
1657_6a,6a,2,2,1,1,1657_6a,855,Friedl Morales,E-255,8.24,10.88,19.12,1,Wave,4.62,Yes
1657_6a,6a,2,2,1,1,1657_6a,855,Friedl Morales,E-255,8.24,10.88,19.12,1,Wave,1.00,No
1657_6a,6a,2,2,1,1,1657_6a,855,Friedl Morales,E-255,8.24,10.88,19.12,1,F,0.50,No
1657_6a,6a,2,2,1,1,1657_6a,855,Friedl Morales,E-255,8.24,10.88,19.12,1,F,5.88,Yes
1657_6a,6a,2,2,1,1,1657_6a,855,Friedl Morales,E-255,8.24,10.88,19.12,1,B ,5.00,Yes
1657_6a,6a,2,2,1,1,1657_6a,855,Friedl Morales,E-255,8.24,10.88,19.12,1,F,5.38,No
1657_6a,6a,2,2,1,1,1657_6a,855,Friedl Morales,E-255,8.24,10.88,19.12,1,B ,0.62,No
1657_6a,6a,2,2,1,1,1657_6a,855,Warchol,Pol-111,8.63,10.25,18.88,2,Wave,5.38,Yes
1657_6a,6a,2,2,1,1,1657_6a,855,Warchol,Pol-111,8.63,10.25,18.88,2,Wave,0.50,No
1657_6a,6a,2,2,1,1,1657_6a,855,Warchol,Pol-111,8.63,10.25,18.88,2,Wave,3.25,Yes
1657_6a,6a,2,2,1,1,1657_6a,855,Warchol,Pol-111,8.63,10.25,18.88,2,B ,5.75,Yes
1657_6a,6a,2,2,1,1,1657_6a,855,Warchol,Pol-111,8.63,10.25,18.88,2,F,4.50,Yes
1657_6a,6a,2,2,1,1,1657_6a,855,Laurent,GPE-1,4.26,8.5,12.76,3,Wave,0.88,No
1657_6a,6a,2,2,1,1,1657_6a,855,Laurent,GPE-1,4.26,8.5,12.76,3,Wave,1.00,No
1657_6a,6a,2,2,1,1,1657_6a,855,Laurent,GPE-1,4.26,8.5,12.76,3,Wave,1.38,Yes
1657_6a,6a,2,2,1,1,1657_6a,855,Laurent,GPE-1,4.26,8.5,12.76,3,Wave,2.88,Yes
1657_6a,6a,2,2,1,1,1657_6a,855,Laurent,GPE-1,4.26,8.5,12.76,3,F,4.38,No
1657_6a,6a,2,2,1,1,1657_6a,855,Laurent,GPE-1,4.26,8.5,12.76,3,P,3.88,Yes
1657_6a,6a,2,2,1,1,1657_6a,855,Laurent,GPE-1,4.26,8.5,12.76,3,B ,0.50,No
1657_6a,6a,2,2,1,1,1657_6a,855,Laurent,GPE-1,4.26,8.5,12.76,3,F,4.62,Yes
1657_6a,6a,2,2,1,1,1657_6a,855,Merlak,POL-64,3.38,9.12,12.5,4,Wave,1.88,Yes
1657_6a,6a,2,2,1,1,1657_6a,855,Merlak,POL-64,3.38,9.12,12.5,4,Wave,0.62,No
1657_6a,6a,2,2,1,1,1657_6a,855,Merlak,POL-64,3.38,9.12,12.5,4,Wave,1.00,No
1657_6a,6a,2,2,1,1,1657_6a,855,Merlak,POL-64,3.38,9.12,12.5,4,Wave,1.50,Yes
1657_6a,6a,2,2,1,1,1657_6a,855,Merlak,POL-64,3.38,9.12,12.5,4,2xF,0.50,No
1657_6a,6a,2,2,1,1,1657_6a,855,Merlak,POL-64,3.38,9.12,12.5,4,B ,5.00,Yes
1657_6a,6a,2,2,1,1,1657_6a,855,Merlak,POL-64,3.38,9.12,12.5,4,2xF,0.50,No
1657_6a,6a,2,2,1,1,1657_6a,855,Merlak,POL-64,3.38,9.12,12.5,4,P,3.50,No
1657_6a,6a,2,2,1,1,1657_6a,855,Merlak,POL-64,3.38,9.12,12.5,4,P,4.12,Yes
1657_7a,7a,2,2,1,1,1657_7a,855,Van der Eyken,B-35,8.0,11.25,19.25,1,Wave,3.88,Yes
1657_7a,7a,2,2,1,1,1657_7a,855,Van der Eyken,B-35,8.0,11.25,19.25,1,Wave,4.12,Yes
1657_7a,7a,2,2,1,1,1657_7a,855,Van der Eyken,B-35,8.0,11.25,19.25,1,Wave,3.88,No
1657_7a,7a,2,2,1,1,1657_7a,855,Van der Eyken,B-35,8.0,11.25,19.25,1,Wave,2.88,No
1657_7a,7a,2,2,1,1,1657_7a,855,Van der Eyken,B-35,8.0,11.25,19.25,1,B ,5.50,Yes
1657_7a,7a,2,2,1,1,1657_7a,855,Van der Eyken,B-35,8.0,11.25,19.25,1,P,5.00,No
1657_7a,7a,2,2,1,1,1657_7a,855,Van der Eyken,B-35,8.0,11.25,19.25,1,F,5.75,Yes
1657_7a,7a,2,2,1,1,1657_7a,855,Richter,G-6,5.62,11.32,16.94,2,Wave,3.00,Yes
1657_7a,7a,2,2,1,1,1657_7a,855,Richter,G-6,5.62,11.32,16.94,2,Wave,2.62,Yes
1657_7a,7a,2,2,1,1,1657_7a,855,Richter,G-6,5.62,11.32,16.94,2,Wave,1.88,No
1657_7a,7a,2,2,1,1,1657_7a,855,Richter,G-6,5.62,11.32,16.94,2,B ,5.00,No
1657_7a,7a,2,2,1,1,1657_7a,855,Richter,G-6,5.62,11.32,16.94,2,F,4.45,No
1657_7a,7a,2,2,1,1,1657_7a,855,Richter,G-6,5.62,11.32,16.94,2,F,5.70,Yes
1657_7a,7a,2,2,1,1,1657_7a,855,Richter,G-6,5.62,11.32,16.94,2,2xF,5.62,Yes
1657_7a,7a,2,2,1,1,1657_7a,855,Bjørnaa,D-36,5.38,9.74,15.12,3,Wave,1.75,No
1657_7a,7a,2,2,1,1,1657_7a,855,Bjørnaa,D-36,5.38,9.74,15.12,3,Wave,2.38,Yes
1657_7a,7a,2,2,1,1,1657_7a,855,Bjørnaa,D-36,5.38,9.74,15.12,3,Wave,3.00,Yes
1657_7a,7a,2,2,1,1,1657_7a,855,Bjørnaa,D-36,5.38,9.74,15.12,3,B ,4.07,No
1657_7a,7a,2,2,1,1,1657_7a,855,Bjørnaa,D-36,5.38,9.74,15.12,3,F,5.62,Yes
1657_7a,7a,2,2,1,1,1657_7a,855,Bjørnaa,D-36,5.38,9.74,15.12,3,B ,4.12,Yes
1657_7a,7a,2,2,1,1,1657_7a,855,Flechet,F-47,5.62,8.55,14.17,4,Wave,1.12,No
1657_7a,7a,2,2,1,1,1657_7a,855,Flechet,F-47,5.62,8.55,14.17,4,Wave,4.00,Yes
1657_7a,7a,2,2,1,1,1657_7a,855,Flechet,F-47,5.62,8.55,14.17,4,Wave,1.62,Yes
1657_7a,7a,2,2,1,1,1657_7a,855,Flechet,F-47,5.62,8.55,14.17,4,F,4.50,Yes
1657_7a,7a,2,2,1,1,1657_7a,855,Flechet,F-47,5.62,8.55,14.17,4,F,2.60,No
1657_7a,7a,2,2,1,1,1657_7a,855,Flechet,F-47,5.62,8.55,14.17,4,B ,4.05,Yes
1657_7a,7a,2,2,1,1,1657_7a,855,Flechet,F-47,5.62,8.55,14.17,4,F,0.50,No
1657_8a,8a,2,2,1,1,1657_8a,855,Stillrich,E-95,8.25,12.95,21.2,1,Wave,3.00,No
1657_8a,8a,2,2,1,1,1657_8a,855,Stillrich,E-95,8.25,12.95,21.2,1,Wave,0.88,No
1657_8a,8a,2,2,1,1,1657_8a,855,Stillrich,E-95,8.25,12.95,21.2,1,Wave,2.88,No
1657_8a,8a,2,2,1,1,1657_8a,855,Stillrich,E-95,8.25,12.95,21.2,1,Wave,4.75,Yes
1657_8a,8a,2,2,1,1,1657_8a,855,Stillrich,E-95,8.25,12.95,21.2,1,Wave,3.50,Yes
