category_code,event_name,elimination_name,discipline_id,ladder_id,sex,discipline,total_rounds,to_advance,last_update,round_name,heat_id,heat_name,sailor_name,sail_nr,place,note
876,2024 Gran Canaria PWA Windsurfing Grand Slam ******,Womens 2024 Gran Canaria PWA Windsurfing Grand Slam ****** Women Wave elimination double elimination,961,876,female,wave,3,2,07/07/2024 16:43,1,1663_15a,15,Bode,G-132,3,
876,2024 Gran Canaria PWA Windsurfing Grand Slam ******,Womens 2024 Gran Canaria PWA Windsurfing Grand Slam ****** Women Wave elimination double elimination,961,876,female,wave,3,2,07/07/2024 16:43,1,1663_15a,15,,,,
876,2024 Gran Canaria PWA Windsurfing Grand Slam ******,Womens 2024 Gran Canaria PWA Windsurfing Grand Slam ****** Women Wave elimination double elimination,961,876,female,wave,3,2,07/07/2024 16:43,1,1663_16a,16,Sniady,POL-1111,3,
876,2024 Gran Canaria PWA Windsurfing Grand Slam ******,Womens 2024 Gran Canaria PWA Windsurfing Grand Slam ****** Women Wave elimination double elimination,961,876,female,wave,3,2,07/07/2024 16:43,1,1663_16a,16,Argyropoulou,GRE-111,1,
876,2024 Gran Canaria PWA Windsurfing Grand Slam ******,Womens 2024 Gran Canaria PWA Windsurfing Grand Slam ****** Women Wave elimination double elimination,961,876,female,wave,3,2,07/07/2024 16:43,1,1663_16a,16,Perello Aznar,ESP,2,
876,2024 Gran Canaria PWA Windsurfing Grand Slam ******,Womens 2024 Gran Canaria PWA Windsurfing Grand Slam ****** Women Wave elimination double elimination,961,876,female,wave,3,2,07/07/2024 16:43,1,1663_16a,16,,,,
876,2024 Gran Canaria PWA Windsurfing Grand Slam ******,Womens 2024 Gran Canaria PWA Windsurfing Grand Slam ****** Women Wave elimination double elimination,961,876,female,wave,3,2,07/07/2024 16:43,1,1663_17a,17,Brødholt,NOR-500,2,
876,2024 Gran Canaria PWA Windsurfing Grand Slam ******,Womens 2024 Gran Canaria PWA Windsurfing Grand Slam ****** Women Wave elimination double elimination,961,876,female,wave,3,2,07/07/2024 16:43,1,1663_17a,17,Meijer,H-69,3,
876,2024 Gran Canaria PWA Windsurfing Grand Slam ******,Womens 2024 Gran Canaria PWA Windsurfing Grand Slam ****** Women Wave elimination double elimination,961,876,female,wave,3,2,07/07/2024 16:43,1,1663_17a,17,Behrens,G-209,1,
876,2024 Gran Canaria PWA Windsurfing Grand Slam ******,Womens 2024 Gran Canaria PWA Windsurfing Grand Slam ****** Women Wave elimination double elimination,961,876,female,wave,3,2,07/07/2024 16:43,1,1663_17a,17,,,,
876,2024 Gran Canaria PWA Windsurfing Grand Slam ******,Womens 2024 Gran Canaria PWA Windsurfing Grand Slam ****** Women Wave elimination double elimination,961,876,female,wave,3,2,07/07/2024 16:43,2,1663_18a,18,Piccaglia,E-19,2,
876,2024 Gran Canaria PWA Windsurfing Grand Slam ******,Womens 2024 Gran Canaria PWA Windsurfing Grand Slam ****** Women Wave elimination double elimination,961,876,female,wave,3,2,07/07/2024 16:43,2,1663_18a,18,Kolpikova Bala,ESP-1010,4,
876,2024 Gran Canaria PWA Windsurfing Grand Slam ******,Womens 2024 Gran Canaria PWA Windsurfing Grand Slam ****** Women Wave elimination double elimination,961,876,female,wave,3,2,07/07/2024 16:43,2,1663_18a,18,Bang Wittrup,D-82,1,
876,2024 Gran Canaria PWA Windsurfing Grand Slam ******,Womens 2024 Gran Canaria PWA Windsurfing Grand Slam ****** Women Wave elimination double elimination,961,876,female,wave,3,2,07/07/2024 16:43,2,1663_18a,18,Linde,G-1316,3,
876,2024 Gran Canaria PWA Windsurfing Grand Slam ******,Womens 2024 Gran Canaria PWA Windsurfing Grand Slam ****** Women Wave elimination double elimination,961,876,female,wave,3,2,07/07/2024 16:43,2,1663_19a,19,Argyropoulou,GRE-111,4,
876,2024 Gran Canaria PWA Windsurfing Grand Slam ******,Womens 2024 Gran Canaria PWA Windsurfing Grand Slam ****** Women Wave elimination double elimination,961,876,female,wave,3,2,07/07/2024 16:43,2,1663_19a,19,Perello Aznar,ESP,3,
876,2024 Gran Canaria PWA Windsurfing Grand Slam ******,Womens 2024 Gran Canaria PWA Windsurfing Grand Slam ****** Women Wave elimination double elimination,961,876,female,wave,3,2,07/07/2024 16:43,2,1663_19a,19,Behrens,G-209,1,
876,2024 Gran Canaria PWA Windsurfing Grand Slam ******,Womens 2024 Gran Canaria PWA Windsurfing Grand Slam ****** Women Wave elimination double elimination,961,876,female,wave,3,2,07/07/2024 16:43,2,1663_19a,19,Brødholt,NOR-500,2,
